id;codice_comune;foglio;particella;subalterno;superficie_di_riferimento_mq;natura_del_bene;indirizzo;numero_civico;latitudine;longitudine;tipologia_bene_immobile;epoca_costruzione;vincolo_culturale_paesaggistico;natura_giuridica_del_bene;utilizzo_del_bene;finalita;tipo_detenzione_a_terzi;canone_annuale;data_decorrenza;numero_immobili_per_catasto;id_list;meta_immobile;lista_file_ape;classe_energetica_ape;epglnren_ape;classe_target_ape;list_file_ape_filtered;coordinate_ds_coerenti;list_file_ape_validated;fonte_coordinate_usata;list_file_ape_validated_norm;plot_filename;id_left;zona_omi;id_list_formatted;ape_score_classe;ape_score_impianto;ape_score_involucro;ape_score_rinnovabili;ape_score_total;sanita;mobilita;verde;sport;commerciale;educazione
3107642;L219;1043;20;;922.0;FABBRICATO;corso vercelli;491 8;45.1196739;7.7103112;Abitazione;Dal 1919 al 1945;Dichiarazione di interesse culturale;Demanio;Utilizzato direttamente;Altro;;;;13;[686361, 686362, 686365, 686366, 686367, 686368, 686369, 686372, 686373, 686376, 2667325, 2667328, 2667330];True;['2019_102351_0131.xml', '2019_102351_0132.xml', '2019_102351_0133.xml', '2021_313821_0084.xml'];C;120.64;B;['2019_102351_0131.xml', '2019_102351_0132.xml', '2019_102351_0133.xml', '2021_313821_0084.xml'];True;['2019_102351_0131.xml', '2019_102351_0132.xml', '2019_102351_0133.xml'];originali;('2019_102351_0131.xml', '2019_102351_0132.xml', '2019_102351_0133.xml', '2021_313821_0084.xml');ape_summary_ca59db81887b.html;3107642;D22;['ID: 686361, MQ: 52.0, TIPO: Abitazione', 'ID: 686362, MQ: 78.0, TIPO: Abitazione', 'ID: 686365, MQ: 51.0, TIPO: Abitazione', 'ID: 686366, MQ: 78.0, TIPO: Abitazione', 'ID: 686367, MQ: 51.0, TIPO: Abitazione', 'ID: 686368, MQ: 52.0, TIPO: Abitazione', 'ID: 686369, MQ: 78.0, TIPO: Abitazione', 'ID: 686372, MQ: 51.0, TIPO: Abitazione', 'ID: 686373, MQ: 79.0, TIPO: Abitazione', 'ID: 686376, MQ: 51.0, TIPO: Abitazione', 'ID: 2667325, MQ: 101.0, TIPO: Abitazione', 'ID: 2667328, MQ: 100.0, TIPO: Abitazione', 'ID: 2667330, MQ: 100.0, TIPO: Abitazione'];3.5;1.0;1.0;1.0;1.625;1.0;4.0;2.0;1.0;2.0;1.0
3107643;L219;1043;221;;7105.25;FABBRICATO;Via Cavagnolo;35;45.1167094;7.7073511;Edificio scolastico (es.: scuola di ogni ordine e grado, università, scuola di formazione);Dal 1981 al 1990;Nessuno;Patrimonio indisponibile;Utilizzato direttamente;Attività didattica;;;;7;[687486, 687487, 687488, 687489, 687490, 687491, 687492];True;[];;;;[];True;[];originali;();;3107643;D22;['ID: 687486, MQ: 116.0, TIPO: Abitazione', 'ID: 687487, MQ: 1419.75, TIPO: Edificio scolastico (es.: scuola di ogni ordine e grado, università, scuola di formazione)', 'ID: 687488, MQ: 1829.25, TIPO: Edificio scolastico (es.: scuola di ogni ordine e grado, università, scuola di formazione)', 'ID: 687489, MQ: 812.0, TIPO: Edificio scolastico (es.: scuola di ogni ordine e grado, università, scuola di formazione)', 'ID: 687490, MQ: 559.25, TIPO: Edificio scolastico (es.: scuola di ogni ordine e grado, università, scuola di formazione)', 'ID: 687491, MQ: 914.5, TIPO: Edificio scolastico (es.: scuola di ogni ordine e grado, università, scuola di formazione)', 'ID: 687492, MQ: 1454.5, TIPO: Edificio scolastico (es.: scuola di ogni ordine e grado, università, scuola di formazione)'];;;;;;2.0;2.0;1.0;1.0;2.0;1.0
3107644;L219;1043;36;;926.0;FABBRICATO;corso vercelli;483 4;45.1191459;7.7095702;Abitazione;Dal 1919 al 1945;Dichiarazione di interesse culturale;Demanio;Utilizzato direttamente;Altro;;;;13;[687499, 687500, 687501, 687502, 687503, 687509, 687510, 687511, 687512, 687513, 2667219, 2667221, 2667230];True;[];;;;[];True;[];originali;();;3107644;D22;['ID: 687499, MQ: 77.0, TIPO: Abitazione', 'ID: 687500, MQ: 53.0, TIPO: Abitazione', 'ID: 687501, MQ: 52.0, TIPO: Abitazione', 'ID: 687502, MQ: 51.0, TIPO: Abitazione', 'ID: 687503, MQ: 77.0, TIPO: Abitazione', 'ID: 687509, MQ: 50.0, TIPO: Abitazione', 'ID: 687510, MQ: 78.0, TIPO: Abitazione', 'ID: 687511, MQ: 52.0, TIPO: Abitazione', 'ID: 687512, MQ: 51.0, TIPO: Abitazione', 'ID: 687513, MQ: 52.0, TIPO: Abitazione', 'ID: 2667219, MQ: 128.0, TIPO: Abitazione', 'ID: 2667221, MQ: 101.0, TIPO: Abitazione', 'ID: 2667230, MQ: 104.0, TIPO: Abitazione'];;;;;;2.0;2.0;2.0;2.0;2.0;2.0
3107645;L219;1043;37;;929.0;FABBRICATO;corso vercelli;491 5;45.1194406;7.7104328;Abitazione;Dal 1919 al 1945;Dichiarazione di interesse culturale;Demanio;Utilizzato direttamente;Altro;;;;13;[686408, 686409, 686410, 686411, 686412, 686413, 686414, 686418, 686419, 686422, 2667234, 2667238, 2667246];True;['2019_102351_0129.xml', '2019_102351_0130.xml', '2021_313821_0073.xml', '2021_313821_0097.xml', '2022_313821_0069.xml'];A1;58.21;A3;['2019_102351_0129.xml', '2019_102351_0130.xml', '2021_313821_0073.xml', '2021_313821_0097.xml', '2022_313821_0069.xml'];True;['2019_102351_0129.xml', '2019_102351_0130.xml'];originali;('2019_102351_0129.xml', '2019_102351_0130.xml', '2021_313821_0073.xml', '2021_313821_0097.xml', '2022_313821_0069.xml');ape_summary_44f54df48408.html;3107645;D22;['ID: 686408, MQ: 79.0, TIPO: Abitazione', 'ID: 686409, MQ: 51.0, TIPO: Abitazione', 'ID: 686410, MQ: 52.0, TIPO: Abitazione', 'ID: 686411, MQ: 52.0, TIPO: Abitazione', 'ID: 686412, MQ: 79.0, TIPO: Abitazione', 'ID: 686413, MQ: 53.0, TIPO: Abitazione', 'ID: 686414, MQ: 51.0, TIPO: Abitazione', 'ID: 686418, MQ: 52.0, TIPO: Abitazione', 'ID: 686419, MQ: 77.0, TIPO: Abitazione', 'ID: 686422, MQ: 52.0, TIPO: Abitazione', 'ID: 2667234, MQ: 129.0, TIPO: Abitazione', 'ID: 2667238, MQ: 101.0, TIPO: Abitazione', 'ID: 2667246, MQ: 101.0, TIPO: Abitazione'];3.4;1.0;1.0;1.0;1.6;2.0;2.0;2.0;2.0;3.0;2.0
3107646;L219;1043;39;;938.0;FABBRICATO;corso vercelli;483 1;45.118914;7.7097266;Abitazione;Dal 1919 al 1945;Dichiarazione di interesse culturale;Demanio;Utilizzato direttamente;Altro;;;;9;[686463, 686464, 686465, 686466, 686467, 686469, 686470, 2667001, 2667002];True;['2019_102351_0134.xml', '2019_102351_0135.xml', '2019_102351_0136.xml'];C;108.47;A1;['2019_102351_0134.xml', '2019_102351_0135.xml', '2019_102351_0136.xml'];True;[];originali;('2019_102351_0134.xml', '2019_102351_0135.xml', '2019_102351_0136.xml');ape_summary_560bda509ab6.html;3107646;D22;['ID: 686463, MQ: 53.0, TIPO: Abitazione', 'ID: 686464, MQ: 79.0, TIPO: Abitazione', 'ID: 686465, MQ: 104.0, TIPO: Abitazione', 'ID: 686466, MQ: 130.0, TIPO: Abitazione', 'ID: 686467, MQ: 104.0, TIPO: Abitazione', 'ID: 686469, MQ: 130.0, TIPO: Abitazione', 'ID: 686470, MQ: 104.0, TIPO: Abitazione', 'ID: 2667001, MQ: 130.0, TIPO: Abitazione', 'ID: 2667002, MQ: 104.0, TIPO: Abitazione'];3.0;1.0;1.0;1.0;1.5;2.0;2.0;2.0;2.0;3.0;2.0
3107647;L219;1043;40;;887.0;FABBRICATO;corso vercelli;487 2;45.1190395;7.7101843;Abitazione;Dal 1919 al 1945;Dichiarazione di interesse culturale;Demanio;Utilizzato direttamente;Altro;;;;14;[686477, 686478, 686479, 686480, 686481, 686482, 686483, 686484, 686485, 686490, 686491, 686492, 2667034, 2667037];True;['2019_102351_0144.xml', '2019_102351_0145.xml', '2021_313821_0083.xml', '2022_113181_0020.xml'];C;80.15;C;['2019_102351_0144.xml', '2019_102351_0145.xml', '2021_313821_0083.xml', '2022_113181_0020.xml'];True;['2019_102351_0144.xml', '2019_102351_0145.xml', '2021_313821_0083.xml', '2022_113181_0020.xml'];originali;('2019_102351_0144.xml', '2019_102351_0145.xml', '2021_313821_0083.xml', '2022_113181_0020.xml');ape_summary_5f759814c7c5.html;3107647;D22;['ID: 686477, MQ: 51.0, TIPO: Abitazione', 'ID: 686478, MQ: 52.0, TIPO: Abitazione', 'ID: 686479, MQ: 78.0, TIPO: Abitazione', 'ID: 686480, MQ: 53.0, TIPO: Abitazione', 'ID: 686481, MQ: 53.0, TIPO: Abitazione', 'ID: 686482, MQ: 52.0, TIPO: Abitazione', 'ID: 686483, MQ: 76.0, TIPO: Abitazione', 'ID: 686484, MQ: 52.0, TIPO: Abitazione', 'ID: 686485, MQ: 51.0, TIPO: Abitazione', 'ID: 686490, MQ: 52.0, TIPO: Abitazione', 'ID: 686491, MQ: 78.0, TIPO: Abitazione', 'ID: 686492, MQ: 51.0, TIPO: Abitazione', 'ID: 2667034, MQ: 82.0, TIPO: Locale commerciale, negozio', 'ID: 2667037, MQ: 106.0, TIPO: Locale commerciale, negozio'];2.5;1.0;1.0;1.0;1.375;2.0;2.0;1.0;1.0;2.0;1.0
3107648;L219;1043;41;;924.0;FABBRICATO;corso vercelli;491 3;45.1191776;7.7105979;Abitazione;Dal 1919 al 1945;Dichiarazione di interesse culturale;Demanio;Utilizzato direttamente;Altro;;;;13;[686570, 686571, 686572, 686573, 686574, 686575, 686576, 686580, 686581, 686584, 2667016, 2667022, 2667026];True;['2019_102351_0140.xml', '2019_102351_0141.xml', '2021_313821_0072.xml'];B;83.9;A2;['2019_102351_0140.xml', '2019_102351_0141.xml', '2021_313821_0072.xml'];True;['2019_102351_0140.xml', '2019_102351_0141.xml', '2021_313821_0072.xml'];originali;('2019_102351_0140.xml', '2019_102351_0141.xml', '2021_313821_0072.xml');ape_summary_5dc2f5535ae8.html;3107648;D22;['ID: 686570, MQ: 78.0, TIPO: Abitazione', 'ID: 686571, MQ: 52.0, TIPO: Abitazione', 'ID: 686572, MQ: 51.0, TIPO: Abitazione', 'ID: 686573, MQ: 51.0, TIPO: Abitazione', 'ID: 686574, MQ: 76.0, TIPO: Abitazione', 'ID: 686575, MQ: 53.0, TIPO: Abitazione', 'ID: 686576, MQ: 53.0, TIPO: Abitazione', 'ID: 686580, MQ: 51.0, TIPO: Abitazione', 'ID: 686581, MQ: 78.0, TIPO: Abitazione', 'ID: 686584, MQ: 52.0, TIPO: Abitazione', 'ID: 2667016, MQ: 129.0, TIPO: Abitazione', 'ID: 2667022, MQ: 100.0, TIPO: Abitazione', 'ID: 2667026, MQ: 100.0, TIPO: Abitazione'];4.333333333333333;1.0;1.0;1.0;1.8333333333333333;3.0;3.0;3.0;3.0;4.0;3.0
3107649;L219;1043;5;;926.0;FABBRICATO;corso vercelli;483 14;45.1201632;7.7089964;Abitazione;Dal 1919 al 1945;Dichiarazione di interesse culturale;Demanio;Utilizzato direttamente;Altro;;;;15;[686585, 686586, 686587, 686588, 686589, 686590, 686591, 686592, 686593, 686596, 686597, 686598, 686599, 686600, 2668009];True;['2019_102351_0126.xml', '2019_102351_0127.xml', '2019_102351_0128.xml'];B;93.55;B;['2019_102351_0126.xml', '2019_102351_0127.xml', '2019_102351_0128.xml'];False;['2019_102351_0126.xml', '2019_102351_0127.xml', '2019_102351_0128.xml'];originali;('2019_102351_0126.xml', '2019_102351_0127.xml', '2019_102351_0128.xml');ape_summary_9bfab82a8f3c.html;3107649;D22;['ID: 686585, MQ: 52.0, TIPO: Abitazione', 'ID: 686586, MQ: 78.0, TIPO: Abitazione', 'ID: 686587, MQ: 51.0, TIPO: Abitazione', 'ID: 686588, MQ: 51.0, TIPO: Abitazione', 'ID: 686589, MQ: 51.0, TIPO: Abitazione', 'ID: 686590, MQ: 79.0, TIPO: Abitazione', 'ID: 686591, MQ: 51.0, TIPO: Abitazione', 'ID: 686592, MQ: 51.0, TIPO: Abitazione', 'ID: 686593, MQ: 78.0, TIPO: Abitazione', 'ID: 686596, MQ: 51.0, TIPO: Abitazione', 'ID: 686597, MQ: 79.0, TIPO: Abitazione', 'ID: 686598, MQ: 52.0, TIPO: Abitazione', 'ID: 686599, MQ: 52.0, TIPO: Abitazione', 'ID: 686600, MQ: 51.0, TIPO: Abitazione', 'ID: 2668009, MQ: 99.0, TIPO: Abitazione'];3.0;1.0;1.0;1.0;1.5;2.0;2.0;2.0;2.0;3.0;2.0
3107650;L219;1043;6;;929.0;FABBRICATO;corso vercelli;487 15;45.1202979;7.7094372;Abitazione;Dal 1919 al 1945;Dichiarazione di interesse culturale;Demanio;Utilizzato direttamente;Altro;;;;13;[686619, 686620, 686621, 686622, 686623, 686624, 686625, 686629, 686630, 686633, 2668014, 2668016, 2668019];True;['2020_312661_0134.xml', '2021_313821_0070.xml', '2021_313821_0078.xml', '2021_313821_0079.xml'];G;246.87;F;['2020_312661_0134.xml', '2021_313821_0070.xml', '2021_313821_0078.xml', '2021_313821_0079.xml'];False;['2020_312661_0134.xml', '2021_313821_0070.xml', '2021_313821_0078.xml', '2021_313821_0079.xml'];originali;('2020_312661_0134.xml', '2021_313821_0070.xml', '2021_313821_0078.xml', '2021_313821_0079.xml');ape_summary_54cd8a07a8dd.html;3107650;D22;['ID: 686619, MQ: 78.0, TIPO: Abitazione', 'ID: 686620, MQ: 51.0, TIPO: Abitazione', 'ID: 686621, MQ: 53.0, TIPO: Abitazione', 'ID: 686622, MQ: 53.0, TIPO: Abitazione', 'ID: 686623, MQ: 78.0, TIPO: Abitazione', 'ID: 686624, MQ: 52.0, TIPO: Abitazione', 'ID: 686625, MQ: 52.0, TIPO: Abitazione', 'ID: 686629, MQ: 51.0, TIPO: Abitazione', 'ID: 686630, MQ: 78.0, TIPO: Abitazione', 'ID: 686633, MQ: 52.0, TIPO: Abitazione', 'ID: 2668014, MQ: 124.0, TIPO: Abitazione', 'ID: 2668016, MQ: 103.0, TIPO: Abitazione', 'ID: 2668019, MQ: 104.0, TIPO: Abitazione'];2.5;1.0;1.0;1.0;1.375;2.0;3.0;2.0;2.0;3.0;2.0
3107651;L219;1043;68;;584.0;FABBRICATO;CORSO VERCELLI;SNC;45.118225;7.7096195;Abitazione;Prima del 1919;Nessuno;Patrimonio indisponibile;Non utilizzato;Non Dichiarato;;;;4;[686645, 686646, 686647, 686648];True;[];;;;[];True;[];originali;();;3107651;D22;['ID: 686645, MQ: 148.0, TIPO: Abitazione', 'ID: 686646, MQ: 144.0, TIPO: Abitazione', 'ID: 686647, MQ: 147.0, TIPO: Abitazione', 'ID: 686648, MQ: 145.0, TIPO: Abitazione'];;;;;;2.0;2.0;2.0;2.0;3.0;2.0
3107652;L219;1043;7;;931.0;FABBRICATO;corso vercelli;491 16;45.1204147;7.7098685;Abitazione;Dal 1919 al 1945;Dichiarazione di interesse culturale;Demanio;Utilizzato direttamente;Altro;;;;14;[687520, 687521, 687526, 687527, 687528, 687529, 687530, 687531, 687532, 687533, 687534, 687535, 2668024, 2668027];True;['2019_312661_0149.xml', '2019_312661_0150.xml', '2019_312661_0151.xml', '2019_312661_0152.xml', '2021_313821_0071.xml', '2021_313821_0169.xml'];C;88.35;A1;['2019_312661_0149.xml', '2019_312661_0150.xml', '2019_312661_0151.xml', '2019_312661_0152.xml', '2021_313821_0071.xml', '2021_313821_0169.xml'];False;['2019_312661_0149.xml', '2019_312661_0150.xml', '2019_312661_0151.xml', '2019_312661_0152.xml', '2021_313821_0071.xml', '2021_313821_0169.xml'];originali;('2019_312661_0149.xml', '2019_312661_0150.xml', '2019_312661_0151.xml', '2019_312661_0152.xml', '2021_313821_0071.xml', '2021_313821_0169.xml');ape_summary_f559c995e69a.html;3107652;D22;['ID: 687520, MQ: 52.0, TIPO: Abitazione', 'ID: 687521, MQ: 77.0, TIPO: Abitazione', 'ID: 687526, MQ: 50.0, TIPO: Abitazione', 'ID: 687527, MQ: 51.0, TIPO: Abitazione', 'ID: 687528, MQ: 79.0, TIPO: Abitazione', 'ID: 687529, MQ: 52.0, TIPO: Abitazione', 'ID: 687530, MQ: 52.0, TIPO: Abitazione', 'ID: 687531, MQ: 52.0, TIPO: Abitazione', 'ID: 687532, MQ: 82.0, TIPO: Abitazione', 'ID: 687533, MQ: 53.0, TIPO: Abitazione', 'ID: 687534, MQ: 51.0, TIPO: Abitazione', 'ID: 687535, MQ: 51.0, TIPO: Abitazione', 'ID: 2668024, MQ: 102.0, TIPO: Abitazione', 'ID: 2668027, MQ: 127.0, TIPO: Abitazione'];3.333333333333333;1.0;1.0;1.0;1.5833333333333333;2.0;2.0;1.0;1.0;2.0;1.0
3107653;L219;1043;73;;1902.0;FABBRICATO;Via Stefano Tempia;0;45.11743;7.7081348;Abitazione;Dal 1971 al 1980;Nessuno;Patrimonio indisponibile;Utilizzato direttamente;Altro;;;;20;[687537, 687538, 687539, 687540, 687541, 687542, 687543, 687544, 687545, 687546, 687547, 687548, 687550, 687551, 687552, 687553, 687554, 687555, 687556, 687557];True;['2020_200297_0200.xml', '2020_204454_0069.xml', '2021_108905_0009.xml', '2021_203171_0003.xml', '2021_210948_0117.xml', '2022_214587_0011.xml'];E;92.13;D;['2020_200297_0200.xml', '2020_204454_0069.xml', '2021_108905_0009.xml', '2021_203171_0003.xml', '2021_210948_0117.xml', '2022_214587_0011.xml'];;['2021_108905_0009.xml', '2021_203171_0003.xml', '2021_210948_0117.xml'];originali;('2020_200297_0200.xml', '2020_204454_0069.xml', '2021_108905_0009.xml', '2021_203171_0003.xml', '2021_210948_0117.xml', '2022_214587_0011.xml');ape_summary_41b9385628be.html;3107653;D22;['ID: 687537, MQ: 92.0, TIPO: Abitazione', 'ID: 687538, MQ: 105.0, TIPO: Abitazione', 'ID: 687539, MQ: 96.0, TIPO: Abitazione', 'ID: 687540, MQ: 96.0, TIPO: Abitazione', 'ID: 687541, MQ: 95.0, TIPO: Abitazione', 'ID: 687542, MQ: 96.0, TIPO: Abitazione', 'ID: 687543, MQ: 80.0, TIPO: Abitazione', 'ID: 687544, MQ: 96.0, TIPO: Abitazione', 'ID: 687545, MQ: 100.0, TIPO: Abitazione', 'ID: 687546, MQ: 104.0, TIPO: Abitazione', 'ID: 687547, MQ: 92.0, TIPO: Abitazione', 'ID: 687548, MQ: 96.0, TIPO: Abitazione', 'ID: 687550, MQ: 80.0, TIPO: Abitazione', 'ID: 687551, MQ: 96.0, TIPO: Abitazione', 'ID: 687552, MQ: 93.0, TIPO: Abitazione', 'ID: 687553, MQ: 101.0, TIPO: Abitazione', 'ID: 687554, MQ: 96.0, TIPO: Abitazione', 'ID: 687555, MQ: 96.0, TIPO: Abitazione', 'ID: 687556, MQ: 96.0, TIPO: Abitazione', 'ID: 687557, MQ: 96.0, TIPO: Abitazione'];2.0;1.0;1.3333333333333333;1.0;1.3333333333333333;3.0;3.0;3.0;3.0;3.0;3.0
3107654;L219;1043;74;;1070.0;FABBRICATO;via tempia stefano;9;45.1171163;7.708784;Abitazione;Dal 1971 al 1980;Nessuno;Patrimonio indisponibile;Utilizzato direttamente;Altro;;;;11;[686715, 686716, 686718, 686719, 686721, 686722, 686723, 686724, 686725, 686726, 686727];True;['2019_101255_0005.xml', '2020_107454_0060.xml'];D;132.97;D;['2019_101255_0005.xml', '2020_107454_0060.xml'];;[];originali;('2019_101255_0005.xml', '2020_107454_0060.xml');ape_summary_8c24694aaa51.html;3107654;D22;['ID: 686715, MQ: 95.0, TIPO: Abitazione', 'ID: 686716, MQ: 105.0, TIPO: Abitazione', 'ID: 686718, MQ: 96.0, TIPO: Abitazione', 'ID: 686719, MQ: 80.0, TIPO: Abitazione', 'ID: 686721, MQ: 96.0, TIPO: Abitazione', 'ID: 686722, MQ: 96.0, TIPO: Abitazione', 'ID: 686723, MQ: 80.0, TIPO: Abitazione', 'ID: 686724, MQ: 95.0, TIPO: Abitazione', 'ID: 686725, MQ: 96.0, TIPO: Abitazione', 'ID: 686726, MQ: 151.0, TIPO: Abitazione', 'ID: 686727, MQ: 80.0, TIPO: Abitazione'];2.0;1.0;1.0;1.0;1.25;2.0;2.0;2.0;2.0;3.0;2.0
3107655;L219;1043;8;;932.0;FABBRICATO;corso vercelli;483 12;45.119915;7.7091353;Abitazione;Dal 1919 al 1945;Dichiarazione di interesse culturale;Demanio;Utilizzato direttamente;Altro;;;;13;[687020, 687023, 687024, 687028, 687029, 687030, 687031, 687032, 687033, 687034, 2667366, 2667371, 2667372];True;['2019_102351_0146.xml', '2019_312661_0146.xml', '2019_312661_0147.xml', '2019_312661_0148.xml', '2021_313821_0075.xml'];B;108.96;B;['2019_102351_0146.xml', '2019_312661_0146.xml', '2019_312661_0147.xml', '2019_312661_0148.xml', '2021_313821_0075.xml'];False;['2019_102351_0146.xml', '2019_312661_0146.xml', '2019_312661_0147.xml', '2019_312661_0148.xml', '2021_313821_0075.xml'];originali;('2019_102351_0146.xml', '2019_312661_0146.xml', '2019_312661_0147.xml', '2019_312661_0148.xml', '2021_313821_0075.xml');ape_summary_ee3f4936237a.html;3107655;D22;['ID: 687020, MQ: 79.0, TIPO: Abitazione', 'ID: 687023, MQ: 51.0, TIPO: Abitazione', 'ID: 687024, MQ: 78.0, TIPO: Abitazione', 'ID: 687028, MQ: 52.0, TIPO: Abitazione', 'ID: 687029, MQ: 52.0, TIPO: Abitazione', 'ID: 687030, MQ: 52.0, TIPO: Abitazione', 'ID: 687031, MQ: 78.0, TIPO: Abitazione', 'ID: 687032, MQ: 51.0, TIPO: Abitazione', 'ID: 687033, MQ: 54.0, TIPO: Abitazione', 'ID: 687034, MQ: 51.0, TIPO: Abitazione', 'ID: 2667366, MQ: 128.0, TIPO: Abitazione', 'ID: 2667371, MQ: 101.0, TIPO: Abitazione', 'ID: 2667372, MQ: 105.0, TIPO: Abitazione'];3.0;1.0;1.0;1.0;1.5;2.0;2.0;2.0;2.0;3.0;2.0
3107656;L219;1049;45;;349.0;FABBRICATO;Via Ivrea;49 B;45.1168175;7.7052032;Locale commerciale, negozio;Dal 1981 al 1990;Nessuno;Patrimonio disponibile;Utilizzato direttamente;Attività commerciale e di ristorazione;;;;3;[2665858, 2665859, 2665860];True;['2019_203322_0001.xml', '2019_203322_0002.xml', '2019_204038_0049.xml', '2019_211573_0004.xml', '2021_110874_0009.xml', '2021_208567_0156.xml', '2022_102992_0034.xml', '2022_202078_0276.xml', '2022_212343_0025.xml'];F;199.66;E;['2019_203322_0001.xml', '2019_203322_0002.xml', '2019_204038_0049.xml', '2019_211573_0004.xml', '2021_110874_0009.xml', '2021_208567_0156.xml', '2022_102992_0034.xml', '2022_202078_0276.xml', '2022_212343_0025.xml'];True;['2022_102992_0034.xml'];originali;('2019_203322_0001.xml', '2019_203322_0002.xml', '2019_204038_0049.xml', '2019_211573_0004.xml', '2021_110874_0009.xml', '2021_208567_0156.xml', '2022_102992_0034.xml', '2022_202078_0276.xml', '2022_212343_0025.xml');ape_summary_223efdeb63ba.html;3107656;D22;['ID: 2665858, MQ: 139.0, TIPO: Locale commerciale, negozio', 'ID: 2665859, MQ: 35.0, TIPO: Locale commerciale, negozio', 'ID: 2665860, MQ: 175.0, TIPO: Locale commerciale, negozio'];1.6666666666666667;1.0;1.2222222222222223;1.0;1.2222222222222223;2.0;2.0;2.0;2.0;2.0;2.0
3107657;L219;1057;389;;5247.5;FABBRICATO;STRADA PROV. DI LANZO;147 11;45.1155714;7.6563601;Abitazione;Dal 1971 al 1980;Nessuno;Patrimonio indisponibile;Utilizzato direttamente;Alloggio di servizio, foresterie;;;;2;[687747, 687748];True;[];;;;[];;[];originali;();;3107657;D22;['ID: 687747, MQ: 95.0, TIPO: Abitazione', 'ID: 687748, MQ: 5152.5, TIPO: Edificio scolastico (es.: scuola di ogni ordine e grado, università, scuola di formazione)'];;;;;;1.0;1.0;1.0;1.0;1.0;1.0
3107658;L219;1057;424;;826.0;FABBRICATO;Strada Bra;22;45.1160617;7.6602276;Abitazione;Dal 1946 al 1960;Nessuno;Patrimonio indisponibile;Utilizzato direttamente;Altro;;;;9;[2864193, 2864194, 2864195, 2864196, 2864197, 2864198, 2864199, 2864200, 2864201];True;[];;;;[];;[];originali;();;3107658;D22;['ID: 2864193, MQ: 32.0, TIPO: Abitazione', 'ID: 2864194, MQ: 161.0, TIPO: Abitazione', 'ID: 2864195, MQ: 74.0, TIPO: Abitazione', 'ID: 2864196, MQ: 90.0, TIPO: Abitazione', 'ID: 2864197, MQ: 163.0, TIPO: Abitazione', 'ID: 2864198, MQ: 32.0, TIPO: Abitazione', 'ID: 2864199, MQ: 89.0, TIPO: Abitazione', 'ID: 2864200, MQ: 163.0, TIPO: Abitazione', 'ID: 2864201, MQ: 22.0, TIPO: Lastrico solare'];;;;;;3.0;3.0;3.0;3.0;4.0;3.0
3107659;L219;1059;2;;668.5;FABBRICATO;via venaria;82;45.11210976;7.65749785;Abitazione;Prima del 1919;Nessuno;Patrimonio indisponibile;Utilizzato direttamente;Alloggio di servizio, foresterie;;;;2;[687749, 687750];True;[];;;;[];;[];originali;();;3107659;D22;['ID: 687749, MQ: 617.5, TIPO: Edificio scolastico (es.: scuola di ogni ordine e grado, università, scuola di formazione)', 'ID: 687750, MQ: 51.0, TIPO: Abitazione'];;;;;;2.0;2.0;2.0;2.0;3.0;2.0
3107660;L219;1059;277;;387.0;FABBRICATO;via venaria;38;45.10833391;7.66100814;Abitazione;Dal 1919 al 1945;Nessuno;Patrimonio indisponibile;Utilizzato direttamente;Altro;;;;8;[687751, 687752, 687753, 687754, 687755, 687756, 687757, 687758];True;[];;;;[];;[];originali;();;3107660;D10;['ID: 687751, MQ: 48.0, TIPO: Locale commerciale, negozio', 'ID: 687752, MQ: 38.0, TIPO: Locale commerciale, negozio', 'ID: 687753, MQ: 55.0, TIPO: Abitazione', 'ID: 687754, MQ: 41.0, TIPO: Abitazione', 'ID: 687755, MQ: 56.0, TIPO: Abitazione', 'ID: 687756, MQ: 54.0, TIPO: Abitazione', 'ID: 687757, MQ: 40.0, TIPO: Abitazione', 'ID: 687758, MQ: 55.0, TIPO: Abitazione'];;;;;;2.0;3.0;2.0;2.0;3.0;2.0
3107661;L219;1059;281;;416.0;FABBRICATO;Via Venarìa;36;45.10818734;7.66114061;Abitazione;Dal 1919 al 1945;Nessuno;Patrimonio indisponibile;Utilizzato direttamente;Altro;;;;6;[687759, 687760, 687761, 687762, 687763, 687764];True;['2019_312661_0215.xml'];F;326.15;E;['2019_312661_0215.xml'];True;['2019_312661_0215.xml'];originali;('2019_312661_0215.xml',);ape_summary_d37f1c2d340d.html;3107661;D10;['ID: 687759, MQ: 87.0, TIPO: Locale commerciale, negozio', 'ID: 687760, MQ: 50.0, TIPO: Abitazione', 'ID: 687761, MQ: 50.0, TIPO: Abitazione', 'ID: 687762, MQ: 89.0, TIPO: Abitazione', 'ID: 687763, MQ: 67.0, TIPO: Abitazione', 'ID: 687764, MQ: 73.0, TIPO: Abitazione'];1.0;1.0;1.0;1.0;1.0;2.0;2.0;2.0;2.0;2.0;2.0
