id;codice_comune;foglio;particella;subalterno;superficie_di_riferimento_mq;natura_del_bene;indirizzo;numero_civico;latitudine;longitudine;tipologia_bene_immobile;epoca_costruzione;vincolo_culturale_paesaggistico;natura_giuridica_del_bene;utilizzo_del_bene;finalita;tipo_detenzione_a_terzi;canone_annuale;data_decorrenza;numero_immobili_per_catasto;id_list;meta_immobile;lista_file_ape;classe_energetica_ape;epglnren_ape;classe_target_ape;list_file_ape_filtered;coordinate_ds_coerenti;list_file_ape_validated;fonte_coordinate_usata;list_file_ape_validated_norm;plot_filename;id_left;zona_omi;id_list_formatted;ape_score_classe;ape_score_impianto;ape_score_involucro;ape_score_rinnovabili;ape_score_total;sanita;mobilita;verde;sport;commerciale;educazione
693267;L219;1217;166;66.0;214.0;FABBRICATO;Piazza della Repubblica;8;45.0756668;7.684525;Abitazione;Prima del 1919;Dichiarazione di interesse culturale;Patrimonio indisponibile;Utilizzato direttamente;Altro;;;;1;[];False;[];;;;[];True;[];originali;();;693267;C17;['ID: 693267, MQ: 214.0, TIPO: Abitazione'];;;;;;3.0;3.0;3.0;3.0;4.0;3.0
693268;L219;1217;166;68.0;143.0;FABBRICATO;Piazza della Repubblica;6;45.0756668;7.684525;Abitazione;Prima del 1919;Dichiarazione di interesse culturale;Patrimonio indisponibile;Utilizzato direttamente;Altro;;;;1;[];False;[];;;;[];True;[];originali;();;693268;C17;['ID: 693268, MQ: 143.0, TIPO: Abitazione'];;;;;;3.0;3.0;2.0;2.0;3.0;2.0
693269;L219;1217;166;69.0;204.0;FABBRICATO;Piazza della Repubblica;6;45.0756668;7.684525;Abitazione;Prima del 1919;Dichiarazione di interesse culturale;Patrimonio indisponibile;Utilizzato direttamente;Altro;;;;1;[];False;[];;;;[];True;[];originali;();;693269;C17;['ID: 693269, MQ: 204.0, TIPO: Abitazione'];;;;;;3.0;4.0;3.0;3.0;4.0;3.0
693270;L219;1217;166;70.0;149.0;FABBRICATO;Piazza della Repubblica;6;45.0756668;7.684525;Abitazione;Prima del 1919;Dichiarazione di interesse culturale;Patrimonio indisponibile;Utilizzato direttamente;Altro;;;;1;[];False;[];;;;[];True;[];originali;();;693270;C17;['ID: 693270, MQ: 149.0, TIPO: Abitazione'];;;;;;2.0;2.0;2.0;2.0;2.0;2.0
693271;L219;1217;166;71.0;126.0;FABBRICATO;Piazza della Repubblica;10;45.0756668;7.684525;Abitazione;Prima del 1919;Dichiarazione di interesse culturale;Patrimonio indisponibile;Utilizzato direttamente;Altro;;;;1;[];False;[];;;;[];True;[];originali;();;693271;C17;['ID: 693271, MQ: 126.0, TIPO: Abitazione'];;;;;;3.0;2.0;1.0;1.0;4.0;2.0
693272;L219;1217;166;72.0;119.0;FABBRICATO;Piazza della Repubblica;8;45.0756668;7.684525;Abitazione;Prima del 1919;Dichiarazione di interesse culturale;Patrimonio indisponibile;Utilizzato direttamente;Altro;;;;1;[];False;[];;;;[];True;[];originali;();;693272;C17;['ID: 693272, MQ: 119.0, TIPO: Abitazione'];;;;;;3.0;3.0;3.0;3.0;3.0;3.0
693273;L219;1217;166;73.0;186.0;FABBRICATO;Piazza della Repubblica;6;45.0756668;7.684525;Abitazione;Prima del 1919;Dichiarazione di interesse culturale;Patrimonio indisponibile;Utilizzato direttamente;Altro;;;;1;[];False;[];;;;[];True;[];originali;();;693273;C17;['ID: 693273, MQ: 186.0, TIPO: Abitazione'];;;;;;3.0;4.0;3.0;3.0;4.0;3.0
693274;L219;1217;166;74.0;128.0;FABBRICATO;Piazza della Repubblica;6;45.0756668;7.684525;Abitazione;Prima del 1919;Dichiarazione di interesse culturale;Patrimonio indisponibile;Utilizzato direttamente;Altro;;;;1;[];False;[];;;;[];True;[];originali;();;693274;C17;['ID: 693274, MQ: 128.0, TIPO: Abitazione'];;;;;;3.0;3.0;2.0;2.0;3.0;2.0
693275;L219;1217;166;75.0;154.0;FABBRICATO;Piazza della Repubblica;6;45.0756668;7.684525;Abitazione;Prima del 1919;Dichiarazione di interesse culturale;Patrimonio indisponibile;Utilizzato direttamente;Altro;;;;1;[];False;[];;;;[];True;[];originali;();;693275;C17;['ID: 693275, MQ: 154.0, TIPO: Abitazione'];;;;;;3.0;3.0;3.0;3.0;4.0;3.0
693276;L219;1217;166;76.0;75.0;FABBRICATO;Piazza della Repubblica;6;45.0756668;7.684525;Abitazione;Prima del 1919;Dichiarazione di interesse culturale;Patrimonio indisponibile;Utilizzato direttamente;Altro;;;;1;[];False;[];;;;[];True;[];originali;();;693276;C17;['ID: 693276, MQ: 75.0, TIPO: Abitazione'];;;;;;3.0;3.0;3.0;3.0;4.0;3.0
693277;L219;1217;166;77.0;11.0;FABBRICATO;Piazza della Repubblica;8;45.0755733;7.6847578;Cantina, soffitta, rimessa, box, garage, posto auto aperto/scoperto,;Prima del 1919;Dichiarazione di interesse culturale;Patrimonio indisponibile;Utilizzato direttamente;Altro;;;;1;[];False;[];;;;[];True;[];originali;();;693277;C17;['ID: 693277, MQ: 11.0, TIPO: Cantina, soffitta, rimessa, box, garage, posto auto aperto/scoperto,\x85'];;;;;;2.0;2.0;3.0;2.0;3.0;2.0
693278;L219;1217;166;78.0;11.0;FABBRICATO;Piazza della Repubblica;8;45.0755733;7.6847578;Cantina, soffitta, rimessa, box, garage, posto auto aperto/scoperto,;Prima del 1919;Dichiarazione di interesse culturale;Patrimonio indisponibile;Utilizzato direttamente;Altro;;;;1;[];False;[];;;;[];True;[];originali;();;693278;C17;['ID: 693278, MQ: 11.0, TIPO: Cantina, soffitta, rimessa, box, garage, posto auto aperto/scoperto,\x85'];;;;;;3.0;3.0;2.0;2.0;4.0;3.0
693279;L219;1217;166;79.0;11.0;FABBRICATO;Piazza della Repubblica;8;45.0755733;7.6847578;Cantina, soffitta, rimessa, box, garage, posto auto aperto/scoperto,;Prima del 1919;Dichiarazione di interesse culturale;Patrimonio indisponibile;Utilizzato direttamente;Altro;;;;1;[];False;[];;;;[];True;[];originali;();;693279;C17;['ID: 693279, MQ: 11.0, TIPO: Cantina, soffitta, rimessa, box, garage, posto auto aperto/scoperto,\x85'];;;;;;3.0;3.0;3.0;3.0;3.0;3.0
693280;L219;1217;166;80.0;11.0;FABBRICATO;Piazza della Repubblica;8;45.0755733;7.6847578;Cantina, soffitta, rimessa, box, garage, posto auto aperto/scoperto,;Prima del 1919;Dichiarazione di interesse culturale;Patrimonio indisponibile;Utilizzato direttamente;Altro;;;;1;[];False;[];;;;[];True;[];originali;();;693280;C17;['ID: 693280, MQ: 11.0, TIPO: Cantina, soffitta, rimessa, box, garage, posto auto aperto/scoperto,\x85'];;;;;;3.0;3.0;3.0;3.0;4.0;3.0
693281;L219;1217;166;81.0;11.0;FABBRICATO;Piazza della Repubblica;8;45.0755733;7.6847578;Cantina, soffitta, rimessa, box, garage, posto auto aperto/scoperto,;Prima del 1919;Dichiarazione di interesse culturale;Patrimonio indisponibile;Utilizzato direttamente;Altro;;;;1;[];False;[];;;;[];True;[];originali;();;693281;C17;['ID: 693281, MQ: 11.0, TIPO: Cantina, soffitta, rimessa, box, garage, posto auto aperto/scoperto,\x85'];;;;;;2.0;3.0;2.0;2.0;3.0;2.0
693282;L219;1217;166;82.0;11.0;FABBRICATO;Piazza della Repubblica;8;45.0755733;7.6847578;Cantina, soffitta, rimessa, box, garage, posto auto aperto/scoperto,;Prima del 1919;Dichiarazione di interesse culturale;Patrimonio indisponibile;Utilizzato direttamente;Altro;;;;1;[];False;[];;;;[];True;[];originali;();;693282;C17;['ID: 693282, MQ: 11.0, TIPO: Cantina, soffitta, rimessa, box, garage, posto auto aperto/scoperto,\x85'];;;;;;3.0;3.0;2.0;2.0;3.0;2.0
693283;L219;1217;166;83.0;11.0;FABBRICATO;Piazza della Repubblica;8;45.0755733;7.6847578;Cantina, soffitta, rimessa, box, garage, posto auto aperto/scoperto,;Prima del 1919;Dichiarazione di interesse culturale;Patrimonio indisponibile;Utilizzato direttamente;Altro;;;;1;[];False;[];;;;[];True;[];originali;();;693283;C17;['ID: 693283, MQ: 11.0, TIPO: Cantina, soffitta, rimessa, box, garage, posto auto aperto/scoperto,\x85'];;;;;;3.0;3.0;3.0;3.0;4.0;3.0
693284;L219;1217;166;84.0;11.0;FABBRICATO;Piazza della Repubblica;8;45.0755733;7.6847578;Cantina, soffitta, rimessa, box, garage, posto auto aperto/scoperto,;Prima del 1919;Dichiarazione di interesse culturale;Patrimonio indisponibile;Utilizzato direttamente;Altro;;;;1;[];False;[];;;;[];True;[];originali;();;693284;C17;['ID: 693284, MQ: 11.0, TIPO: Cantina, soffitta, rimessa, box, garage, posto auto aperto/scoperto,\x85'];;;;;;3.0;3.0;2.0;2.0;3.0;2.0
693285;L219;1217;166;85.0;11.0;FABBRICATO;Piazza della Repubblica;8;45.0755733;7.6847578;Cantina, soffitta, rimessa, box, garage, posto auto aperto/scoperto,;Prima del 1919;Dichiarazione di interesse culturale;Patrimonio indisponibile;Utilizzato direttamente;Altro;;;;1;[];False;[];;;;[];True;[];originali;();;693285;C17;['ID: 693285, MQ: 11.0, TIPO: Cantina, soffitta, rimessa, box, garage, posto auto aperto/scoperto,\x85'];;;;;;2.0;2.0;3.0;2.0;3.0;2.0
693286;L219;1217;166;86.0;11.0;FABBRICATO;Piazza della Repubblica;8;45.0757631;7.6848046;Cantina, soffitta, rimessa, box, garage, posto auto aperto/scoperto,;Prima del 1919;Dichiarazione di interesse culturale;Patrimonio indisponibile;Utilizzato direttamente;Altro;;;;1;[];False;[];;;;[];True;[];originali;();;693286;C17;['ID: 693286, MQ: 11.0, TIPO: Cantina, soffitta, rimessa, box, garage, posto auto aperto/scoperto,\x85'];;;;;;3.0;3.0;3.0;3.0;4.0;3.0
693287;L219;1217;166;87.0;11.0;FABBRICATO;Piazza della Repubblica;8;45.0757631;7.6848046;Cantina, soffitta, rimessa, box, garage, posto auto aperto/scoperto,;Prima del 1919;Dichiarazione di interesse culturale;Patrimonio indisponibile;Utilizzato direttamente;Altro;;;;1;[];False;[];;;;[];True;[];originali;();;693287;C17;['ID: 693287, MQ: 11.0, TIPO: Cantina, soffitta, rimessa, box, garage, posto auto aperto/scoperto,\x85'];;;;;;3.0;3.0;3.0;3.0;4.0;3.0
693288;L219;1217;166;88.0;11.0;FABBRICATO;Piazza della Repubblica;8;45.0757631;7.6848046;Cantina, soffitta, rimessa, box, garage, posto auto aperto/scoperto,;Prima del 1919;Dichiarazione di interesse culturale;Patrimonio indisponibile;Utilizzato direttamente;Altro;;;;1;[];False;[];;;;[];True;[];originali;();;693288;C17;['ID: 693288, MQ: 11.0, TIPO: Cantina, soffitta, rimessa, box, garage, posto auto aperto/scoperto,\x85'];;;;;;3.0;3.0;3.0;3.0;4.0;3.0
693289;L219;1217;166;89.0;11.0;FABBRICATO;Piazza della Repubblica;8;45.0757631;7.6848046;Cantina, soffitta, rimessa, box, garage, posto auto aperto/scoperto,;Prima del 1919;Dichiarazione di interesse culturale;Patrimonio indisponibile;Utilizzato direttamente;Altro;;;;1;[];False;[];;;;[];True;[];originali;();;693289;C17;['ID: 693289, MQ: 11.0, TIPO: Cantina, soffitta, rimessa, box, garage, posto auto aperto/scoperto,\x85'];;;;;;3.0;3.0;3.0;3.0;3.0;3.0
693290;L219;1217;166;90.0;11.0;FABBRICATO;Piazza della Repubblica;8;45.0757631;7.6848046;Cantina, soffitta, rimessa, box, garage, posto auto aperto/scoperto,;Prima del 1919;Dichiarazione di interesse culturale;Patrimonio indisponibile;Utilizzato direttamente;Altro;;;;1;[];False;[];;;;[];True;[];originali;();;693290;C17;['ID: 693290, MQ: 11.0, TIPO: Cantina, soffitta, rimessa, box, garage, posto auto aperto/scoperto,\x85'];;;;;;3.0;3.0;3.0;3.0;4.0;3.0
693291;L219;1217;166;91.0;11.0;FABBRICATO;Piazza della Repubblica;8;45.0757631;7.6848046;Cantina, soffitta, rimessa, box, garage, posto auto aperto/scoperto,;Prima del 1919;Dichiarazione di interesse culturale;Patrimonio indisponibile;Utilizzato direttamente;Altro;;;;1;[];False;[];;;;[];True;[];originali;();;693291;C17;['ID: 693291, MQ: 11.0, TIPO: Cantina, soffitta, rimessa, box, garage, posto auto aperto/scoperto,\x85'];;;;;;3.0;2.0;1.0;1.0;4.0;2.0
693292;L219;1217;166;92.0;11.0;FABBRICATO;Piazza della Repubblica;8;45.0757631;7.6848046;Cantina, soffitta, rimessa, box, garage, posto auto aperto/scoperto,;Prima del 1919;Dichiarazione di interesse culturale;Patrimonio indisponibile;Utilizzato direttamente;Altro;;;;1;[];False;[];;;;[];True;[];originali;();;693292;C17;['ID: 693292, MQ: 11.0, TIPO: Cantina, soffitta, rimessa, box, garage, posto auto aperto/scoperto,\x85'];;;;;;3.0;3.0;3.0;3.0;4.0;3.0
693293;L219;1217;166;93.0;11.0;FABBRICATO;Piazza della Repubblica;8;45.0757631;7.6848046;Cantina, soffitta, rimessa, box, garage, posto auto aperto/scoperto,;Prima del 1919;Dichiarazione di interesse culturale;Patrimonio indisponibile;Utilizzato direttamente;Altro;;;;1;[];False;[];;;;[];True;[];originali;();;693293;C17;['ID: 693293, MQ: 11.0, TIPO: Cantina, soffitta, rimessa, box, garage, posto auto aperto/scoperto,\x85'];;;;;;4.0;4.0;4.0;4.0;4.0;4.0
693294;L219;1217;166;94.0;11.0;FABBRICATO;Piazza della Repubblica;8;45.0757631;7.6848046;Cantina, soffitta, rimessa, box, garage, posto auto aperto/scoperto,;Prima del 1919;Dichiarazione di interesse culturale;Patrimonio indisponibile;Utilizzato direttamente;Altro;;;;1;[];False;[];;;;[];True;[];originali;();;693294;C17;['ID: 693294, MQ: 11.0, TIPO: Cantina, soffitta, rimessa, box, garage, posto auto aperto/scoperto,\x85'];;;;;;3.0;3.0;3.0;3.0;4.0;3.0
693295;L219;1217;166;95.0;11.0;FABBRICATO;Piazza della Repubblica;8;45.0757631;7.6848046;Cantina, soffitta, rimessa, box, garage, posto auto aperto/scoperto,;Prima del 1919;Dichiarazione di interesse culturale;Patrimonio indisponibile;Utilizzato direttamente;Altro;;;;1;[];False;[];;;;[];True;[];originali;();;693295;C17;['ID: 693295, MQ: 11.0, TIPO: Cantina, soffitta, rimessa, box, garage, posto auto aperto/scoperto,\x85'];;;;;;3.0;3.0;2.0;2.0;3.0;2.0
693296;L219;1217;166;96.0;305.0;FABBRICATO;Piazza della Repubblica;8;45.0756668;7.684525;Ufficio strutturato ed assimilabili;Prima del 1919;Dichiarazione di interesse culturale;Patrimonio indisponibile;Utilizzato direttamente;Altro;;;;1;[];False;[];;;;[];True;[];originali;();;693296;C17;['ID: 693296, MQ: 305.0, TIPO: Ufficio strutturato ed assimilabili'];;;;;;3.0;3.0;3.0;3.0;3.0;3.0
693297;L219;1217;166;97.0;29.0;FABBRICATO;Piazza della Repubblica;6;45.0756668;7.684525;Cantina, soffitta, rimessa, box, garage, posto auto aperto/scoperto,;Prima del 1919;Dichiarazione di interesse culturale;Patrimonio indisponibile;Utilizzato direttamente;Altro;;;;1;[];False;[];;;;[];True;[];originali;();;693297;C17;['ID: 693297, MQ: 29.0, TIPO: Cantina, soffitta, rimessa, box, garage, posto auto aperto/scoperto,\x85'];;;;;;3.0;3.0;3.0;3.0;4.0;3.0
693298;L219;1392;291;;524.25;FABBRICATO;corso orbassano;264;45.0390681;7.6306606;Edificio scolastico (es.: scuola di ogni ordine e grado, università, scuola di formazione);Dal 1971 al 1980;Nessuno;Patrimonio indisponibile;Utilizzato direttamente;Attività didattica;;;;1;[];False;[];;;;[];True;[];originali;();;693298;D19;['ID: 693298, MQ: 524.25, TIPO: Edificio scolastico (es.: scuola di ogni ordine e grado, università, scuola di formazione)'];;;;;;3.0;4.0;4.0;4.0;5.0;4.0
693299;L219;1217;208;12.0;57.0;FABBRICATO;Piazza Emanuele Filiberto;3;45.076102;7.6814876;Abitazione;Prima del 1919;Nessuno;Patrimonio indisponibile;Utilizzato direttamente;Altro;;;;1;[];False;[];;;;[];True;[];originali;();;693299;B5;['ID: 693299, MQ: 57.0, TIPO: Abitazione'];;;;;;3.0;3.0;3.0;3.0;3.0;3.0
693300;L219;1217;208;16.0;66.0;FABBRICATO;Piazza Emanuele Filiberto;3;45.076102;7.6814876;Abitazione;Prima del 1919;Nessuno;Patrimonio indisponibile;Utilizzato direttamente;Altro;;;;1;[];False;[];;;;[];True;[];originali;();;693300;B5;['ID: 693300, MQ: 66.0, TIPO: Abitazione'];;;;;;3.0;3.0;2.0;2.0;3.0;2.0
693301;L219;1217;208;17.0;107.0;FABBRICATO;Piazza Emanuele Filiberto;3;45.076102;7.6814876;Abitazione;Prima del 1919;Nessuno;Patrimonio indisponibile;Utilizzato direttamente;Altro;;;;1;[];False;[];;;;[];True;[];originali;();;693301;B5;['ID: 693301, MQ: 107.0, TIPO: Abitazione'];;;;;;3.0;4.0;3.0;3.0;4.0;3.0
693302;L219;1217;208;18.0;106.0;FABBRICATO;Piazza Emanuele Filiberto;3;45.076102;7.6814876;Abitazione;Prima del 1919;Nessuno;Patrimonio indisponibile;Utilizzato direttamente;Altro;;;;1;[];False;[];;;;[];True;[];originali;();;693302;B5;['ID: 693302, MQ: 106.0, TIPO: Abitazione'];;;;;;3.0;3.0;3.0;3.0;3.0;3.0
693303;L219;1217;208;19.0;107.0;FABBRICATO;Piazza Emanuele Filiberto;3;45.076102;7.6814876;Abitazione;Prima del 1919;Nessuno;Patrimonio indisponibile;Utilizzato direttamente;Altro;;;;1;[];False;[];;;;[];True;[];originali;();;693303;B5;['ID: 693303, MQ: 107.0, TIPO: Abitazione'];;;;;;3.0;3.0;3.0;3.0;4.0;3.0
693304;L219;1217;210;14.0;58.0;FABBRICATO;Piazza Emanuele Filiberto;1;45.0760111;7.6817108;Abitazione;Prima del 1919;Nessuno;Patrimonio indisponibile;Utilizzato direttamente;Altro;;;;1;[];False;[];;;;[];True;[];originali;();;693304;B5;['ID: 693304, MQ: 58.0, TIPO: Abitazione'];;;;;;3.0;3.0;3.0;3.0;3.0;3.0
693305;L219;1217;210;22.0;113.0;FABBRICATO;Piazza Emanuele Filiberto;1;45.0760111;7.6817108;Abitazione;Prima del 1919;Nessuno;Patrimonio indisponibile;Utilizzato direttamente;Altro;;;;1;[];False;[];;;;[];True;[];originali;();;693305;B5;['ID: 693305, MQ: 113.0, TIPO: Abitazione'];;;;;;2.0;2.0;2.0;2.0;2.0;2.0
693306;L219;1217;210;28.0;116.0;FABBRICATO;Piazza Emanuele Filiberto;1;45.0760111;7.6817108;Abitazione;Prima del 1919;Nessuno;Patrimonio indisponibile;Utilizzato direttamente;Altro;;;;1;[];False;[];;;;[];True;[];originali;();;693306;B5;['ID: 693306, MQ: 116.0, TIPO: Abitazione'];;;;;;1.0;1.0;1.0;1.0;1.0;1.0
693307;L219;1217;210;31.0;39.0;FABBRICATO;Piazza Emanuele Filiberto;1;45.0760111;7.6817108;Abitazione;Prima del 1919;Nessuno;Patrimonio indisponibile;Utilizzato direttamente;Altro;;;;1;[];False;[];;;;[];True;[];originali;();;693307;B5;['ID: 693307, MQ: 39.0, TIPO: Abitazione'];;;;;;3.0;3.0;3.0;3.0;4.0;3.0
693308;L219;1217;210;32.0;59.0;FABBRICATO;Piazza Emanuele Filiberto;1;45.0760111;7.6817108;Abitazione;Prima del 1919;Nessuno;Patrimonio indisponibile;Utilizzato direttamente;Altro;;;;1;[];False;[];;;;[];True;[];originali;();;693308;B5;['ID: 693308, MQ: 59.0, TIPO: Abitazione'];;;;;;3.0;3.0;3.0;3.0;4.0;3.0
693309;L219;1217;210;33.0;116.0;FABBRICATO;Piazza Emanuele Filiberto;1;45.0760111;7.6817108;Abitazione;Prima del 1919;Nessuno;Patrimonio indisponibile;Utilizzato direttamente;Altro;;;;1;[];False;[];;;;[];True;[];originali;();;693309;B5;['ID: 693309, MQ: 116.0, TIPO: Abitazione'];;;;;;2.0;3.0;2.0;2.0;3.0;2.0
693310;L219;1217;210;35.0;104.0;FABBRICATO;Piazza Emanuele Filiberto;1;45.0760111;7.6817108;Abitazione;Prima del 1919;Nessuno;Patrimonio indisponibile;Utilizzato direttamente;Altro;;;;1;[];False;[];;;;[];True;[];originali;();;693310;B5;['ID: 693310, MQ: 104.0, TIPO: Abitazione'];;;;;;3.0;3.0;3.0;3.0;3.0;3.0
693311;L219;1217;210;36.0;105.0;FABBRICATO;Piazza Emanuele Filiberto;1;45.0760111;7.6817108;Abitazione;Prima del 1919;Nessuno;Patrimonio indisponibile;Utilizzato direttamente;Altro;;;;1;[];False;[];;;;[];True;[];originali;();;693311;B5;['ID: 693311, MQ: 105.0, TIPO: Abitazione'];;;;;;3.0;3.0;3.0;3.0;3.0;3.0
693312;L219;1217;210;37.0;115.0;FABBRICATO;Piazza Emanuele Filiberto;1;45.0760111;7.6817108;Abitazione;Prima del 1919;Nessuno;Patrimonio indisponibile;Utilizzato direttamente;Altro;;;;1;[];False;[];;;;[];True;[];originali;();;693312;B5;['ID: 693312, MQ: 115.0, TIPO: Abitazione'];;;;;;3.0;4.0;3.0;3.0;4.0;3.0
693313;L219;1217;210;38.0;104.0;FABBRICATO;Piazza Emanuele Filiberto;1;45.0760111;7.6817108;Abitazione;Prima del 1919;Nessuno;Patrimonio indisponibile;Utilizzato direttamente;Altro;;;;1;[];False;[];;;;[];True;[];originali;();;693313;B5;['ID: 693313, MQ: 104.0, TIPO: Abitazione'];;;;;;3.0;3.0;2.0;2.0;3.0;3.0
693314;L219;1217;210;39.0;59.0;FABBRICATO;Piazza Emanuele Filiberto;1;45.0760111;7.6817108;Abitazione;Prima del 1919;Nessuno;Patrimonio indisponibile;Utilizzato direttamente;Altro;;;;1;[];False;[];;;;[];True;[];originali;();;693314;B5;['ID: 693314, MQ: 59.0, TIPO: Abitazione'];;;;;;3.0;3.0;2.0;2.0;3.0;2.0
693315;L219;1217;210;40.0;106.0;FABBRICATO;Piazza Emanuele Filiberto;1;45.0760111;7.6817108;Abitazione;Prima del 1919;Nessuno;Patrimonio indisponibile;Utilizzato direttamente;Altro;;;;1;[];False;[];;;;[];True;[];originali;();;693315;B5;['ID: 693315, MQ: 106.0, TIPO: Abitazione'];;;;;;3.0;3.0;3.0;3.0;3.0;3.0
693316;L219;1217;210;41.0;59.0;FABBRICATO;Piazza Emanuele Filiberto;1;45.0760111;7.6817108;Abitazione;Prima del 1919;Nessuno;Patrimonio indisponibile;Utilizzato direttamente;Altro;;;;1;[];False;[];;;;[];True;[];originali;();;693316;B5;['ID: 693316, MQ: 59.0, TIPO: Abitazione'];;;;;;3.0;3.0;3.0;3.0;4.0;3.0
693317;L219;1217;210;42.0;105.0;FABBRICATO;Piazza Emanuele Filiberto;1;45.0760111;7.6817108;Abitazione;Prima del 1919;Nessuno;Patrimonio indisponibile;Utilizzato direttamente;Altro;;;;1;[];False;[];;;;[];True;[];originali;();;693317;B5;['ID: 693317, MQ: 105.0, TIPO: Abitazione'];;;;;;3.0;3.0;3.0;3.0;3.0;3.0
693318;L219;1217;210;8.0;58.0;FABBRICATO;Piazza Emanuele Filiberto;1;45.0760111;7.6817108;Abitazione;Prima del 1919;Nessuno;Patrimonio indisponibile;Utilizzato direttamente;Altro;;;;1;[];False;[];;;;[];True;[];originali;();;693318;B5;['ID: 693318, MQ: 58.0, TIPO: Abitazione'];;;;;;3.0;3.0;2.0;2.0;3.0;2.0
693319;L219;1217;210;9.0;115.0;FABBRICATO;Piazza Emanuele Filiberto;1;45.0760111;7.6817108;Abitazione;Prima del 1919;Nessuno;Patrimonio indisponibile;Utilizzato direttamente;Altro;;;;1;[];False;[];;;;[];True;[];originali;();;693319;B5;['ID: 693319, MQ: 115.0, TIPO: Abitazione'];;;;;;3.0;3.0;3.0;3.0;4.0;3.0
693343;L219;1217;242;55.0;38.0;FABBRICATO;Via della Basilica;3;45.0750956;7.6836509;Cantina, soffitta, rimessa, box, garage, posto auto aperto/scoperto,;Prima del 1919;Dichiarazione di interesse culturale;Patrimonio indisponibile;Utilizzato direttamente;Altro;;;;1;[];False;[];;;;[];True;[];originali;();;693343;B5;['ID: 693343, MQ: 38.0, TIPO: Cantina, soffitta, rimessa, box, garage, posto auto aperto/scoperto,\x85'];;;;;;3.0;3.0;3.0;3.0;4.0;3.0
693345;L219;1217;41;26.0;59.0;FABBRICATO;Piazza della Repubblica;22;45.0777899;7.6847703;Locale commerciale, negozio;Prima del 1919;Nessuno;Patrimonio indisponibile;Utilizzato direttamente;Attività commerciale e di ristorazione;;;;1;[];False;[];;;;[];False;[];originali;();;693345;C17;['ID: 693345, MQ: 59.0, TIPO: Locale commerciale, negozio'];;;;;;2.0;2.0;2.0;2.0;3.0;2.0
693346;L219;1217;41;28.0;78.0;FABBRICATO;Piazza Don Paolo Albera;11;45.0777899;7.6847703;Abitazione;Prima del 1919;Nessuno;Patrimonio indisponibile;Utilizzato direttamente;Altro;;;;1;[];False;[];;;;[];True;[];originali;();;693346;C17;['ID: 693346, MQ: 78.0, TIPO: Abitazione'];;;;;;3.0;3.0;3.0;3.0;3.0;3.0
693347;L219;1217;41;29.0;134.0;FABBRICATO;Piazza Don Paolo Albera;11;45.0777899;7.6847703;Abitazione;Prima del 1919;Nessuno;Patrimonio indisponibile;Utilizzato direttamente;Altro;;;;1;[];False;[];;;;[];True;[];originali;();;693347;C17;['ID: 693347, MQ: 134.0, TIPO: Abitazione'];;;;;;4.0;4.0;4.0;4.0;5.0;4.0
693348;L219;1217;41;30.0;87.0;FABBRICATO;Piazza Don Paolo Albera;11;45.0777899;7.6847703;Abitazione;Prima del 1919;Nessuno;Patrimonio indisponibile;Utilizzato direttamente;Altro;;;;1;[];False;[];;;;[];True;[];originali;();;693348;C17;['ID: 693348, MQ: 87.0, TIPO: Abitazione'];;;;;;3.0;3.0;3.0;3.0;4.0;3.0
693349;L219;1217;41;31.0;82.0;FABBRICATO;Piazza Don Paolo Albera;11;45.0777899;7.6847703;Abitazione;Prima del 1919;Nessuno;Patrimonio indisponibile;Utilizzato direttamente;Altro;;;;1;[];False;[];;;;[];True;[];originali;();;693349;C17;['ID: 693349, MQ: 82.0, TIPO: Abitazione'];;;;;;3.0;3.0;3.0;3.0;4.0;3.0
693350;L219;1217;41;32.0;146.0;FABBRICATO;Piazza Don Paolo Albera;11;45.0777899;7.6847703;Abitazione;Prima del 1919;Nessuno;Patrimonio indisponibile;Utilizzato direttamente;Altro;;;;1;[];False;[];;;;[];True;[];originali;();;693350;C17;['ID: 693350, MQ: 146.0, TIPO: Abitazione'];;;;;;2.0;3.0;2.0;2.0;3.0;2.0
693351;L219;1217;41;33.0;86.0;FABBRICATO;Piazza Don Paolo Albera;11;45.0777899;7.6847703;Abitazione;Prima del 1919;Nessuno;Patrimonio indisponibile;Utilizzato direttamente;Altro;;;;1;[];False;[];;;;[];True;[];originali;();;693351;C17;['ID: 693351, MQ: 86.0, TIPO: Abitazione'];;;;;;3.0;3.0;3.0;3.0;3.0;3.0
693352;L219;1217;41;34.0;87.0;FABBRICATO;Piazza Don Paolo Albera;11;45.0777899;7.6847703;Abitazione;Prima del 1919;Nessuno;Patrimonio indisponibile;Utilizzato direttamente;Altro;;;;1;[];False;[];;;;[];True;[];originali;();;693352;C17;['ID: 693352, MQ: 87.0, TIPO: Abitazione'];;;;;;3.0;3.0;3.0;3.0;4.0;3.0
693353;L219;1217;41;35.0;137.0;FABBRICATO;Piazza Don Paolo Albera;11;45.0777899;7.6847703;Abitazione;Prima del 1919;Nessuno;Patrimonio indisponibile;Utilizzato direttamente;Altro;;;;1;[];False;[];;;;[];True;[];originali;();;693353;C17;['ID: 693353, MQ: 137.0, TIPO: Abitazione'];;;;;;4.0;4.0;4.0;4.0;4.0;4.0
