id;superficie_di_riferimento_mq;natura_del_bene;indirizzo;numero_civico;latitudine;longitudine;tipologia_bene_immobile;epoca_costruzione;vincolo_culturale_paesaggistico;natura_giuridica_del_bene;utilizzo_del_bene;finalita;tipo_detenzione_a_terzi;canone_annuale;data_decorrenza;numero_immobili_per_catasto;meta_immobile;list_file_ape_validated;plot_filename;classe_energetica_ape;epglnren_ape
698935;76.0;FABBRICATO;Via Fratelli Garrone;63;45.0117341;7.6511606;Abitazione;Dal 1961 al 1970;Nessuno;Patrimonio indisponibile;Utilizzato direttamente;Altro;;;;1;False;[];;;
698936;59.0;FABBRICATO;Via Fratelli Garrone;63;45.0117341;7.6511606;Abitazione;Dal 1961 al 1970;Nessuno;Patrimonio indisponibile;Utilizzato direttamente;Altro;;;;1;False;[];;;
698937;75.0;FABBRICATO;Via Fratelli Garrone;63;45.0117341;7.6511606;Abitazione;Dal 1961 al 1970;Nessuno;Patrimonio indisponibile;Utilizzato direttamente;Altro;;;;1;False;[];;;
698938;60.0;FABBRICATO;Via Fratelli Garrone;63;45.0117341;7.6511606;Abitazione;Dal 1961 al 1970;Nessuno;Patrimonio indisponibile;Utilizzato direttamente;Altro;;;;1;False;[];;;
698939;62.0;FABBRICATO;Via Fratelli Garrone;63;45.0117341;7.6511606;Abitazione;Dal 1961 al 1970;Nessuno;Patrimonio indisponibile;Utilizzato direttamente;Altro;;;;1;False;[];;;
698940;75.0;FABBRICATO;Via Fratelli Garrone;63;45.0117341;7.6511606;Abitazione;Dal 1961 al 1970;Nessuno;Patrimonio indisponibile;Utilizzato direttamente;Altro;;;;1;False;[];;;
698941;60.0;FABBRICATO;Via Fratelli Garrone;63;45.0117341;7.6511606;Abitazione;Dal 1961 al 1970;Nessuno;Patrimonio indisponibile;Utilizzato direttamente;Altro;;;;1;False;[];;;
698942;75.0;FABBRICATO;Via Fratelli Garrone;63;45.0117341;7.6511606;Abitazione;Dal 1961 al 1970;Nessuno;Patrimonio indisponibile;Utilizzato direttamente;Altro;;;;1;False;[];;;
698943;59.0;FABBRICATO;Via Fratelli Garrone;63;45.0117341;7.6511606;Abitazione;Dal 1961 al 1970;Nessuno;Patrimonio indisponibile;Utilizzato direttamente;Altro;;;;1;False;['2021_113184_0089.xml'];ape_summary_dd7d4ad0a952.html;E;113.68
698944;75.0;FABBRICATO;Via Fratelli Garrone;63;45.0117341;7.6511606;Abitazione;Dal 1961 al 1970;Nessuno;Patrimonio indisponibile;Utilizzato direttamente;Altro;;;;1;False;[];;;
698945;58.0;FABBRICATO;Via Fratelli Garrone;63;45.0117341;7.6511606;Abitazione;Dal 1961 al 1970;Nessuno;Patrimonio indisponibile;Utilizzato direttamente;Altro;;;;1;False;[];;;
698946;78.0;FABBRICATO;Via Fratelli Garrone;63;45.0117341;7.6511606;Abitazione;Dal 1961 al 1970;Nessuno;Patrimonio indisponibile;Utilizzato direttamente;Altro;;;;1;False;[];;;
698947;77.0;FABBRICATO;Via Fratelli Garrone;63;45.0117341;7.6511606;Abitazione;Dal 1961 al 1970;Nessuno;Patrimonio indisponibile;Utilizzato direttamente;Altro;;;;1;False;[];;;
698948;60.0;FABBRICATO;Via Fratelli Garrone;63;45.0117341;7.6511606;Abitazione;Dal 1961 al 1970;Nessuno;Patrimonio indisponibile;Utilizzato direttamente;Altro;;;;1;False;['2021_113184_0076.xml'];ape_summary_c6850b64640b.html;F;224.49
698949;28.0;FABBRICATO;VIALE BOIARDO MATTEO MARIA;SNC;45.0495889;7.6829762;Cantina, soffitta, rimessa, box, garage, posto auto aperto/scoperto,;Dal 1961 al 1970;Nessuno;Patrimonio indisponibile;Utilizzato direttamente;Attività amministrativa/uffici pubblici;;;;1;False;[];;;
698951;142.29;FABBRICATO;Via Federico Campana;30;45.05378624;7.68205435;Ufficio strutturato ed assimilabili;Prima del 1919;Nessuno;Patrimonio indisponibile;Utilizzato direttamente;Attività amministrativa/uffici pubblici;;;;1;False;[];;;
698952;884.86;FABBRICATO;Via Ormea;45;45.05378624;7.68205435;Ufficio strutturato ed assimilabili;Prima del 1919;Nessuno;Patrimonio indisponibile;Utilizzato direttamente;Attività amministrativa/uffici pubblici;;;;1;False;[];;;
698953;1145.43;FABBRICATO;Via Ormea;45;45.05378624;7.68205435;Ufficio strutturato ed assimilabili;Prima del 1919;Nessuno;Patrimonio indisponibile;Utilizzato direttamente;Attività amministrativa/uffici pubblici;;;;1;False;[];;;
698954;7996.25;FABBRICATO;corso marconi guglielmo;28;45.05516022;7.68174818;Edificio scolastico (es.: scuola di ogni ordine e grado, università, scuola di formazione);Prima del 1919;Dichiarazione di interesse culturale;Demanio;Utilizzato direttamente;Attività didattica;;;;1;False;[];;;
698955;117.0;FABBRICATO;corso marconi guglielmo;28;45.05516022;7.68174818;Abitazione;Prima del 1919;Dichiarazione di interesse culturale;Demanio;Utilizzato direttamente;Alloggio di servizio, foresterie;;;;1;False;[];;;
698956;6498.5;FABBRICATO;corso marconi guglielmo;28;45.05516022;7.68174818;Edificio scolastico (es.: scuola di ogni ordine e grado, università, scuola di formazione);Dal 1991 al 2000;Dichiarazione di interesse culturale;Demanio;Utilizzato direttamente;Attività didattica;;;;1;False;[];;;
698957;60.0;FABBRICATO;corso marconi guglielmo;28;45.05516022;7.68174818;Abitazione;Prima del 1919;Dichiarazione di interesse culturale;Demanio;Utilizzato direttamente;Alloggio di servizio, foresterie;;;;1;False;[];;;
698958;89.0;FABBRICATO;corso marconi guglielmo;28;45.05516022;7.68174818;Abitazione;Prima del 1919;Dichiarazione di interesse culturale;Demanio;Utilizzato direttamente;Alloggio di servizio, foresterie;;;;1;False;[];;;
698959;77.0;FABBRICATO;corso marconi guglielmo;28;45.05516022;7.68174818;Abitazione;Prima del 1919;Dichiarazione di interesse culturale;Demanio;Utilizzato direttamente;Alloggio di servizio, foresterie;;;;1;False;[];;;
698960;97.0;FABBRICATO;corso marconi guglielmo;28;45.05516022;7.68174818;Abitazione;Prima del 1919;Dichiarazione di interesse culturale;Demanio;Utilizzato direttamente;Alloggio di servizio, foresterie;;;;1;False;[];;;
698961;74.0;FABBRICATO;corso marconi guglielmo;28;45.05516022;7.68174818;Abitazione;Prima del 1919;Dichiarazione di interesse culturale;Demanio;Utilizzato direttamente;Alloggio di servizio, foresterie;;;;1;False;[];;;
698962;81.0;FABBRICATO;corso marconi guglielmo;28;45.05516022;7.68174818;Abitazione;Prima del 1919;Dichiarazione di interesse culturale;Demanio;Utilizzato direttamente;Alloggio di servizio, foresterie;;;;1;False;[];;;
698963;117.0;FABBRICATO;corso marconi guglielmo;28;45.05516022;7.68174818;Abitazione;Prima del 1919;Dichiarazione di interesse culturale;Demanio;Utilizzato direttamente;Alloggio di servizio, foresterie;;;;1;False;[];;;
698965;110.0;FABBRICATO;Via Aquileia;13;45.0415879;7.682662;Abitazione;Dal 1919 al 1945;Dichiarazione di interesse culturale;Demanio;Utilizzato direttamente;Alloggio di servizio, foresterie;;;;1;False;[];;;
698966;102.0;FABBRICATO;Via Aquileia;13;45.0415879;7.682662;Abitazione;Dal 1919 al 1945;Dichiarazione di interesse culturale;Demanio;Utilizzato direttamente;Alloggio di servizio, foresterie;;;;1;False;[];;;
698967;35.0;FABBRICATO;Via San Paolo;160;45.0568227;7.6358533;Cantina, soffitta, rimessa, box, garage, posto auto aperto/scoperto,;Dal 1971 al 1980;Nessuno;Patrimonio indisponibile;Utilizzato direttamente;Attività sportiva, ricreativa e di intrattenimento;;;;1;False;[];;;
698968;27.0;FABBRICATO;Via San Paolo;160;45.0567881;7.6358926;Cantina, soffitta, rimessa, box, garage, posto auto aperto/scoperto,;Dal 1971 al 1980;Nessuno;Patrimonio indisponibile;Utilizzato direttamente;Attività sportiva, ricreativa e di intrattenimento;;;;1;False;[];;;
698971;74.0;FABBRICATO;Corso Canonico Giuseppe Allamano;56;45.0511638;7.6247616;Abitazione;Dal 1981 al 1990;Nessuno;Patrimonio indisponibile;Utilizzato direttamente;Altro;;;;1;False;[];;;
698972;59.0;FABBRICATO;via tintoretto;22 A;45.0547515;7.6265593;Impianto sportivo;Dopo il 2010;Nessuno;Patrimonio indisponibile;Utilizzato direttamente;Attività sportiva, ricreativa e di intrattenimento;;;;1;False;[];;;
698975;98.0;FABBRICATO;via tirreno;303;45.0554012;7.6303325;Abitazione;Dal 2001 al 2010;Nessuno;Patrimonio indisponibile;Utilizzato direttamente;Alloggio di servizio, foresterie;;;;1;False;[];;;
698976;1675.0;FABBRICATO;via monfalcone;172;45.0543634;7.6316159;Ospedali, case di cura, cliniche e assimilabili;Dal 2001 al 2010;Nessuno;Patrimonio indisponibile;Utilizzato direttamente;Servizi assistenza socio-sanitaria (non residenziali);;;;1;False;[];;;
698978;105.0;FABBRICATO;corso sebastopoli;260;45.0488517;7.6368971;Abitazione;Dal 1971 al 1980;Nessuno;Patrimonio indisponibile;Utilizzato direttamente;Alloggio di servizio, foresterie;;;;1;False;[];;;
698980;6329.75;FABBRICATO;corso sebastopoli;258;45.0488517;7.6368971;Edificio scolastico (es.: scuola di ogni ordine e grado, università, scuola di formazione);Dal 1971 al 1980;Nessuno;Patrimonio indisponibile;Utilizzato direttamente;Attività didattica;;;;1;False;[];;;
698981;1192.29;FABBRICATO;corso sebastopoli;262;45.0488517;7.6368971;Ufficio strutturato ed assimilabili;Dal 1971 al 1980;Nessuno;Patrimonio indisponibile;Utilizzato direttamente;Attività amministrativa/uffici pubblici;;;;1;False;[];;;
698984;98.0;FABBRICATO;Via Barletta;109;45.0494112;7.6366937;Abitazione;Dal 1981 al 1990;Nessuno;Patrimonio indisponibile;Utilizzato direttamente;Alloggio di servizio, foresterie;;;;1;False;[];;;
698985;4390.5;FABBRICATO;Via Barletta;109;45.0494112;7.6366937;Edificio scolastico (es.: scuola di ogni ordine e grado, università, scuola di formazione);Dal 1981 al 1990;Nessuno;Patrimonio indisponibile;Utilizzato direttamente;Attività didattica;;;;1;False;[];;;
698987;1239.5;FABBRICATO;via rovereto;21;45.0521082;7.6396716;Edificio scolastico (es.: scuola di ogni ordine e grado, università, scuola di formazione);Dal 1971 al 1980;Nessuno;Patrimonio indisponibile;Utilizzato direttamente;Attività didattica;;;;1;False;[];;;
698988;81.0;FABBRICATO;Via Ada Negri;31;45.0521082;7.6396716;Abitazione;Dal 1971 al 1980;Nessuno;Patrimonio indisponibile;Utilizzato direttamente;Alloggio di servizio, foresterie;;;;1;False;[];;;
698989;5605.75;FABBRICATO;via negri ada;23;45.0521082;7.6396716;Edificio scolastico (es.: scuola di ogni ordine e grado, università, scuola di formazione);Dal 1991 al 2000;Nessuno;Patrimonio indisponibile;Utilizzato direttamente;Attività didattica;;;;1;False;['2021_100235_0003.xml'];ape_summary_5db73afe5302.html;C;184.1
698990;91.0;FABBRICATO;via gorizia;40 8;45.0521082;7.6396716;Abitazione;Dal 1971 al 1980;Nessuno;Patrimonio indisponibile;Utilizzato direttamente;Alloggio di servizio, foresterie;;;;1;False;[];;;
698991;95.0;FABBRICATO;via negri ada;18;45.052663;7.6403907;Impianto sportivo;Dal 1971 al 1980;Nessuno;Patrimonio indisponibile;Utilizzato direttamente;Attività sportiva, ricreativa e di intrattenimento;;;;1;False;[];;;
698992;924.0;FABBRICATO;Via Ada Negri;8;45.0517149;7.6440229;Edificio scolastico (es.: scuola di ogni ordine e grado, università, scuola di formazione);Dal 1981 al 1990;Nessuno;Patrimonio indisponibile;Utilizzato direttamente;Attività didattica;;;;1;False;[];;;
698993;63.0;FABBRICATO;Via E. Artom;81;45.0112325;7.6498055;Abitazione;Dal 1961 al 1970;Nessuno;Patrimonio indisponibile;Utilizzato direttamente;Altro;;;;1;False;[];;;
698994;81.0;FABBRICATO;Via E. Artom;81;45.0112325;7.6498055;Abitazione;Dal 1961 al 1970;Nessuno;Patrimonio indisponibile;Utilizzato direttamente;Altro;;;;1;False;[];;;
698995;80.0;FABBRICATO;Via E. Artom;81;45.0112325;7.6498055;Abitazione;Dal 1961 al 1970;Nessuno;Patrimonio indisponibile;Utilizzato direttamente;Altro;;;;1;False;[];;;
698996;62.0;FABBRICATO;Via E. Artom;81;45.0112325;7.6498055;Abitazione;Dal 1961 al 1970;Nessuno;Patrimonio indisponibile;Utilizzato direttamente;Altro;;;;1;False;[];;;
698997;81.0;FABBRICATO;Via E. Artom;81;45.0112325;7.6498055;Abitazione;Dal 1961 al 1970;Nessuno;Patrimonio indisponibile;Utilizzato direttamente;Altro;;;;1;False;[];;;
698998;64.0;FABBRICATO;Via E. Artom;81;45.0112325;7.6498055;Abitazione;Dal 1961 al 1970;Nessuno;Patrimonio indisponibile;Utilizzato direttamente;Altro;;;;1;False;[];;;
698999;81.0;FABBRICATO;Via E. Artom;81;45.0112325;7.6498055;Abitazione;Dal 1961 al 1970;Nessuno;Patrimonio indisponibile;Utilizzato direttamente;Altro;;;;1;False;[];;;
699000;62.0;FABBRICATO;Via E. Artom;81;45.0112325;7.6498055;Abitazione;Dal 1961 al 1970;Nessuno;Patrimonio indisponibile;Utilizzato direttamente;Altro;;;;1;False;[];;;
699001;81.0;FABBRICATO;Via E. Artom;81;45.0112325;7.6498055;Abitazione;Dal 1961 al 1970;Nessuno;Patrimonio indisponibile;Utilizzato direttamente;Altro;;;;1;False;[];;;
699002;63.0;FABBRICATO;Via E. Artom;81;45.0112325;7.6498055;Abitazione;Dal 1961 al 1970;Nessuno;Patrimonio indisponibile;Utilizzato direttamente;Altro;;;;1;False;[];;;
699003;82.0;FABBRICATO;Via E. Artom;81;45.0112325;7.6498055;Abitazione;Dal 1961 al 1970;Nessuno;Patrimonio indisponibile;Utilizzato direttamente;Altro;;;;1;False;[];;;
699004;63.0;FABBRICATO;Via E. Artom;81;45.0112325;7.6498055;Abitazione;Dal 1961 al 1970;Nessuno;Patrimonio indisponibile;Utilizzato direttamente;Altro;;;;1;False;[];;;
699005;79.0;FABBRICATO;Via E. Artom;81;45.0112325;7.6498055;Abitazione;Dal 1961 al 1970;Nessuno;Patrimonio indisponibile;Utilizzato direttamente;Altro;;;;1;False;[];;;
699006;82.0;FABBRICATO;Via E. Artom;81;45.0112325;7.6498055;Abitazione;Dal 1961 al 1970;Nessuno;Patrimonio indisponibile;Utilizzato direttamente;Altro;;;;1;False;[];;;
699007;82.0;FABBRICATO;Via E. Artom;81;45.0112325;7.6498055;Abitazione;Dal 1961 al 1970;Nessuno;Patrimonio indisponibile;Utilizzato direttamente;Altro;;;;1;False;[];;;
699008;65.0;FABBRICATO;Via E. Artom;81;45.0112325;7.6498055;Abitazione;Dal 1961 al 1970;Nessuno;Patrimonio indisponibile;Utilizzato direttamente;Altro;;;;1;False;[];;;
699009;64.0;FABBRICATO;Via E. Artom;81;45.0112325;7.6498055;Abitazione;Dal 1961 al 1970;Nessuno;Patrimonio indisponibile;Utilizzato direttamente;Altro;;;;1;False;[];;;
699010;65.0;FABBRICATO;Via E. Artom;81;45.0112325;7.6498055;Abitazione;Dal 1961 al 1970;Nessuno;Patrimonio indisponibile;Utilizzato direttamente;Altro;;;;1;False;['2022_113184_0126.xml'];ape_summary_6782e00e618a.html;D;132.07
699011;65.0;FABBRICATO;Via E. Artom;81;45.0112325;7.6498055;Abitazione;Dal 1961 al 1970;Nessuno;Patrimonio indisponibile;Utilizzato direttamente;Altro;;;;1;False;[];;;
699012;66.0;FABBRICATO;Via E. Artom;81;45.0112325;7.6498055;Abitazione;Dal 1961 al 1970;Nessuno;Patrimonio indisponibile;Utilizzato direttamente;Altro;;;;1;False;[];;;
699013;64.0;FABBRICATO;Via E. Artom;81;45.0112325;7.6498055;Abitazione;Dal 1961 al 1970;Nessuno;Patrimonio indisponibile;Utilizzato direttamente;Altro;;;;1;False;[];;;
699014;68.0;FABBRICATO;Via E. Artom;81;45.0112325;7.6498055;Abitazione;Dal 1961 al 1970;Nessuno;Patrimonio indisponibile;Utilizzato direttamente;Altro;;;;1;False;[];;;
699015;61.0;FABBRICATO;Via E. Artom;81;45.0112325;7.6498055;Abitazione;Dal 1961 al 1970;Nessuno;Patrimonio indisponibile;Utilizzato direttamente;Altro;;;;1;False;[];;;
699016;80.0;FABBRICATO;Via E. Artom;81;45.0112325;7.6498055;Abitazione;Dal 1961 al 1970;Nessuno;Patrimonio indisponibile;Utilizzato direttamente;Altro;;;;1;False;[];;;
699017;61.0;FABBRICATO;Via E. Artom;81;45.0112325;7.6498055;Abitazione;Dal 1961 al 1970;Nessuno;Patrimonio indisponibile;Utilizzato direttamente;Altro;;;;1;False;[];;;
699018;61.0;FABBRICATO;Via E. Artom;81;45.0112325;7.6498055;Abitazione;Dal 1961 al 1970;Nessuno;Patrimonio indisponibile;Utilizzato direttamente;Altro;;;;1;False;['2021_113184_0062.xml'];ape_summary_d399d9082cc6.html;F;145.64
699019;82.0;FABBRICATO;Via E. Artom;81;45.0112325;7.6498055;Abitazione;Dal 1961 al 1970;Nessuno;Patrimonio indisponibile;Utilizzato direttamente;Altro;;;;1;False;[];;;
699020;60.0;FABBRICATO;Via E. Artom;81;45.0112325;7.6498055;Abitazione;Dal 1961 al 1970;Nessuno;Patrimonio indisponibile;Utilizzato direttamente;Altro;;;;1;False;[];;;
699021;81.0;FABBRICATO;Via E. Artom;81;45.0112325;7.6498055;Abitazione;Dal 1961 al 1970;Nessuno;Patrimonio indisponibile;Utilizzato direttamente;Altro;;;;1;False;[];;;
699022;60.0;FABBRICATO;Via E. Artom;81;45.0112325;7.6498055;Abitazione;Dal 1961 al 1970;Nessuno;Patrimonio indisponibile;Utilizzato direttamente;Altro;;;;1;False;[];;;
699023;62.0;FABBRICATO;Via E. Artom;81;45.0112325;7.6498055;Abitazione;Dal 1961 al 1970;Nessuno;Patrimonio indisponibile;Utilizzato direttamente;Altro;;;;1;False;[];;;
699024;80.0;FABBRICATO;Via E. Artom;81;45.0112325;7.6498055;Abitazione;Dal 1961 al 1970;Nessuno;Patrimonio indisponibile;Utilizzato direttamente;Altro;;;;1;False;[];;;
699025;61.0;FABBRICATO;Via E. Artom;81;45.0112325;7.6498055;Abitazione;Dal 1961 al 1970;Nessuno;Patrimonio indisponibile;Utilizzato direttamente;Altro;;;;1;False;[];;;
699026;81.0;FABBRICATO;Via E. Artom;81;45.0112325;7.6498055;Abitazione;Dal 1961 al 1970;Nessuno;Patrimonio indisponibile;Utilizzato direttamente;Altro;;;;1;False;[];;;
699027;60.0;FABBRICATO;Via E. Artom;81;45.0112325;7.6498055;Abitazione;Dal 1961 al 1970;Nessuno;Patrimonio indisponibile;Utilizzato direttamente;Altro;;;;1;False;[];;;
699028;81.0;FABBRICATO;Via E. Artom;81;45.0112325;7.6498055;Abitazione;Dal 1961 al 1970;Nessuno;Patrimonio indisponibile;Utilizzato direttamente;Altro;;;;1;False;[];;;
699029;61.0;FABBRICATO;Via E. Artom;81;45.0112325;7.6498055;Abitazione;Dal 1961 al 1970;Nessuno;Patrimonio indisponibile;Utilizzato direttamente;Altro;;;;1;False;[];;;
699030;80.0;FABBRICATO;Via E. Artom;81;45.0112325;7.6498055;Abitazione;Dal 1961 al 1970;Nessuno;Patrimonio indisponibile;Utilizzato direttamente;Altro;;;;1;False;[];;;
699031;61.0;FABBRICATO;Via E. Artom;81;45.0112325;7.6498055;Abitazione;Dal 1961 al 1970;Nessuno;Patrimonio indisponibile;Utilizzato direttamente;Altro;;;;1;False;[];;;
699032;80.0;FABBRICATO;Via E. Artom;81;45.0112325;7.6498055;Abitazione;Dal 1961 al 1970;Nessuno;Patrimonio indisponibile;Utilizzato direttamente;Altro;;;;1;False;[];;;
699033;61.0;FABBRICATO;Via E. Artom;81;45.0112325;7.6498055;Abitazione;Dal 1961 al 1970;Nessuno;Patrimonio indisponibile;Utilizzato direttamente;Altro;;;;1;False;[];;;
699034;80.0;FABBRICATO;Via E. Artom;81;45.0112325;7.6498055;Abitazione;Dal 1961 al 1970;Nessuno;Patrimonio indisponibile;Utilizzato direttamente;Altro;;;;1;False;[];;;
699035;81.0;FABBRICATO;Via E. Artom;81;45.0112325;7.6498055;Abitazione;Dal 1961 al 1970;Nessuno;Patrimonio indisponibile;Utilizzato direttamente;Altro;;;;1;False;[];;;
699036;60.0;FABBRICATO;Via E. Artom;81;45.0112325;7.6498055;Abitazione;Dal 1961 al 1970;Nessuno;Patrimonio indisponibile;Utilizzato direttamente;Altro;;;;1;False;[];;;
699037;80.0;FABBRICATO;Via E. Artom;81;45.0112325;7.6498055;Abitazione;Dal 1961 al 1970;Nessuno;Patrimonio indisponibile;Utilizzato direttamente;Altro;;;;1;False;[];;;
699038;61.0;FABBRICATO;Via E. Artom;81;45.0112325;7.6498055;Abitazione;Dal 1961 al 1970;Nessuno;Patrimonio indisponibile;Utilizzato direttamente;Altro;;;;1;False;[];;;
699039;80.0;FABBRICATO;Via E. Artom;81;45.0112325;7.6498055;Abitazione;Dal 1961 al 1970;Nessuno;Patrimonio indisponibile;Utilizzato direttamente;Altro;;;;1;False;['2022_113184_0123.xml'];ape_summary_80bdc8d4e07a.html;D;105.16
699040;61.0;FABBRICATO;Via E. Artom;81;45.0112325;7.6498055;Abitazione;Dal 1961 al 1970;Nessuno;Patrimonio indisponibile;Utilizzato direttamente;Altro;;;;1;False;[];;;
699041;80.0;FABBRICATO;Via E. Artom;81;45.0112325;7.6498055;Abitazione;Dal 1961 al 1970;Nessuno;Patrimonio indisponibile;Utilizzato direttamente;Altro;;;;1;False;[];;;
699042;61.0;FABBRICATO;Via E. Artom;81;45.0112325;7.6498055;Abitazione;Dal 1961 al 1970;Nessuno;Patrimonio indisponibile;Utilizzato direttamente;Altro;;;;1;False;[];;;
699043;80.0;FABBRICATO;Via E. Artom;81;45.0112325;7.6498055;Abitazione;Dal 1961 al 1970;Nessuno;Patrimonio indisponibile;Utilizzato direttamente;Altro;;;;1;False;['2022_113184_0124.xml'];ape_summary_9e0d43c163f8.html;F;155.53
699044;60.0;FABBRICATO;Via E. Artom;81;45.0112325;7.6498055;Abitazione;Dal 1961 al 1970;Nessuno;Patrimonio indisponibile;Utilizzato direttamente;Altro;;;;1;False;[];;;
699045;62.0;FABBRICATO;Via E. Artom;81;45.0112325;7.6498055;Abitazione;Dal 1961 al 1970;Nessuno;Patrimonio indisponibile;Utilizzato direttamente;Altro;;;;1;False;[];;;
699046;80.0;FABBRICATO;Via E. Artom;81;45.0112325;7.6498055;Abitazione;Dal 1961 al 1970;Nessuno;Patrimonio indisponibile;Utilizzato direttamente;Altro;;;;1;False;[];;;
699047;60.0;FABBRICATO;Via E. Artom;81;45.0112325;7.6498055;Abitazione;Dal 1961 al 1970;Nessuno;Patrimonio indisponibile;Utilizzato direttamente;Altro;;;;1;False;[];;;
699048;81.0;FABBRICATO;Via E. Artom;81;45.0112325;7.6498055;Abitazione;Dal 1961 al 1970;Nessuno;Patrimonio indisponibile;Utilizzato direttamente;Altro;;;;1;False;[];;;
699049;82.0;FABBRICATO;Via E. Artom;81;45.0112325;7.6498055;Abitazione;Dal 1961 al 1970;Nessuno;Patrimonio indisponibile;Utilizzato direttamente;Altro;;;;1;False;[];;;
699050;60.0;FABBRICATO;Via E. Artom;81;45.0112325;7.6498055;Abitazione;Dal 1961 al 1970;Nessuno;Patrimonio indisponibile;Utilizzato direttamente;Altro;;;;1;False;['2022_113184_0125.xml'];ape_summary_bf7e44488f8a.html;F;181.57
699051;81.0;FABBRICATO;Via E. Artom;81;45.0112325;7.6498055;Abitazione;Dal 1961 al 1970;Nessuno;Patrimonio indisponibile;Utilizzato direttamente;Altro;;;;1;False;[];;;
699052;80.0;FABBRICATO;Via E. Artom;81;45.0112325;7.6498055;Abitazione;Dal 1961 al 1970;Nessuno;Patrimonio indisponibile;Utilizzato direttamente;Altro;;;;1;False;['2021_113184_0063.xml'];ape_summary_ae7942a34acd.html;E;118.99
699053;60.0;FABBRICATO;Via E. Artom;81;45.0112325;7.6498055;Abitazione;Dal 1961 al 1970;Nessuno;Patrimonio indisponibile;Utilizzato direttamente;Altro;;;;1;False;[];;;
699054;81.0;FABBRICATO;Via E. Artom;81;45.0112325;7.6498055;Abitazione;Dal 1961 al 1970;Nessuno;Patrimonio indisponibile;Utilizzato direttamente;Altro;;;;1;False;[];;;
699055;81.0;FABBRICATO;Via E. Artom;81;45.0112325;7.6498055;Abitazione;Dal 1961 al 1970;Nessuno;Patrimonio indisponibile;Utilizzato direttamente;Altro;;;;1;False;[];;;
699056;63.0;FABBRICATO;Via E. Artom;81;45.0112325;7.6498055;Abitazione;Dal 1961 al 1970;Nessuno;Patrimonio indisponibile;Utilizzato direttamente;Altro;;;;1;False;[];;;
