id;codice_comune;foglio;particella;superficie_di_riferimento_mq;natura_del_bene;indirizzo;numero_civico;latitudine;longitudine;tipologia_bene_immobile;epoca_costruzione;vincolo_culturale_paesaggistico;natura_giuridica_del_bene;utilizzo_del_bene;finalita;tipo_detenzione_a_terzi;canone_annuale;data_decorrenza;meta_immobile;numero_immobili_per_catasto
693263;L219;1217;166;143.0;FABBRICATO;Piazza della Repubblica;6;45.0756668;7.684525;Abitazione;Prima del 1919;Dichiarazione di interesse culturale;Patrimonio indisponibile;Utilizzato direttamente;Altro;;;;False;1
693264;L219;1217;166;310.0;FABBRICATO;Piazza della Repubblica;6;45.0756668;7.684525;Abitazione;Prima del 1919;Dichiarazione di interesse culturale;Patrimonio indisponibile;;Non Dichiarato;in concessione a titolo oneroso;710.0;01/01/2022;False;1
693265;L219;1217;166;142.0;FABBRICATO;Piazza della Repubblica;10;45.0756668;7.684525;Abitazione;Prima del 1919;Dichiarazione di interesse culturale;Patrimonio indisponibile;Utilizzato direttamente;Altro;;;;False;1
693266;L219;1217;166;162.0;FABBRICATO;Piazza della Repubblica;10;45.0756668;7.684525;Abitazione;Prima del 1919;Dichiarazione di interesse culturale;Patrimonio indisponibile;Utilizzato direttamente;Altro;;;;False;1
693267;L219;1217;166;214.0;FABBRICATO;Piazza della Repubblica;8;45.0756668;7.684525;Abitazione;Prima del 1919;Dichiarazione di interesse culturale;Patrimonio indisponibile;Utilizzato direttamente;Altro;;;;False;1
693268;L219;1217;166;143.0;FABBRICATO;Piazza della Repubblica;6;45.0756668;7.684525;Abitazione;Prima del 1919;Dichiarazione di interesse culturale;Patrimonio indisponibile;Utilizzato direttamente;Altro;;;;False;1
693269;L219;1217;166;204.0;FABBRICATO;Piazza della Repubblica;6;45.0756668;7.684525;Abitazione;Prima del 1919;Dichiarazione di interesse culturale;Patrimonio indisponibile;Utilizzato direttamente;Altro;;;;False;1
693270;L219;1217;166;149.0;FABBRICATO;Piazza della Repubblica;6;45.0756668;7.684525;Abitazione;Prima del 1919;Dichiarazione di interesse culturale;Patrimonio indisponibile;Utilizzato direttamente;Altro;;;;False;1
693271;L219;1217;166;126.0;FABBRICATO;Piazza della Repubblica;10;45.0756668;7.684525;Abitazione;Prima del 1919;Dichiarazione di interesse culturale;Patrimonio indisponibile;Utilizzato direttamente;Altro;;;;False;1
693272;L219;1217;166;119.0;FABBRICATO;Piazza della Repubblica;8;45.0756668;7.684525;Abitazione;Prima del 1919;Dichiarazione di interesse culturale;Patrimonio indisponibile;Utilizzato direttamente;Altro;;;;False;1
693273;L219;1217;166;186.0;FABBRICATO;Piazza della Repubblica;6;45.0756668;7.684525;Abitazione;Prima del 1919;Dichiarazione di interesse culturale;Patrimonio indisponibile;Utilizzato direttamente;Altro;;;;False;1
693274;L219;1217;166;128.0;FABBRICATO;Piazza della Repubblica;6;45.0756668;7.684525;Abitazione;Prima del 1919;Dichiarazione di interesse culturale;Patrimonio indisponibile;Utilizzato direttamente;Altro;;;;False;1
693275;L219;1217;166;154.0;FABBRICATO;Piazza della Repubblica;6;45.0756668;7.684525;Abitazione;Prima del 1919;Dichiarazione di interesse culturale;Patrimonio indisponibile;Utilizzato direttamente;Altro;;;;False;1
693276;L219;1217;166;75.0;FABBRICATO;Piazza della Repubblica;6;45.0756668;7.684525;Abitazione;Prima del 1919;Dichiarazione di interesse culturale;Patrimonio indisponibile;Utilizzato direttamente;Altro;;;;False;1
693277;L219;1217;166;11.0;FABBRICATO;Piazza della Repubblica;8;45.0755733;7.6847578;Cantina, soffitta, rimessa, box, garage, posto auto aperto/scoperto,;Prima del 1919;Dichiarazione di interesse culturale;Patrimonio indisponibile;Utilizzato direttamente;Altro;;;;False;1
693278;L219;1217;166;11.0;FABBRICATO;Piazza della Repubblica;8;45.0755733;7.6847578;Cantina, soffitta, rimessa, box, garage, posto auto aperto/scoperto,;Prima del 1919;Dichiarazione di interesse culturale;Patrimonio indisponibile;Utilizzato direttamente;Altro;;;;False;1
693279;L219;1217;166;11.0;FABBRICATO;Piazza della Repubblica;8;45.0755733;7.6847578;Cantina, soffitta, rimessa, box, garage, posto auto aperto/scoperto,;Prima del 1919;Dichiarazione di interesse culturale;Patrimonio indisponibile;Utilizzato direttamente;Altro;;;;False;1
693280;L219;1217;166;11.0;FABBRICATO;Piazza della Repubblica;8;45.0755733;7.6847578;Cantina, soffitta, rimessa, box, garage, posto auto aperto/scoperto,;Prima del 1919;Dichiarazione di interesse culturale;Patrimonio indisponibile;Utilizzato direttamente;Altro;;;;False;1
693281;L219;1217;166;11.0;FABBRICATO;Piazza della Repubblica;8;45.0755733;7.6847578;Cantina, soffitta, rimessa, box, garage, posto auto aperto/scoperto,;Prima del 1919;Dichiarazione di interesse culturale;Patrimonio indisponibile;Utilizzato direttamente;Altro;;;;False;1
693282;L219;1217;166;11.0;FABBRICATO;Piazza della Repubblica;8;45.0755733;7.6847578;Cantina, soffitta, rimessa, box, garage, posto auto aperto/scoperto,;Prima del 1919;Dichiarazione di interesse culturale;Patrimonio indisponibile;Utilizzato direttamente;Altro;;;;False;1
693283;L219;1217;166;11.0;FABBRICATO;Piazza della Repubblica;8;45.0755733;7.6847578;Cantina, soffitta, rimessa, box, garage, posto auto aperto/scoperto,;Prima del 1919;Dichiarazione di interesse culturale;Patrimonio indisponibile;Utilizzato direttamente;Altro;;;;False;1
693284;L219;1217;166;11.0;FABBRICATO;Piazza della Repubblica;8;45.0755733;7.6847578;Cantina, soffitta, rimessa, box, garage, posto auto aperto/scoperto,;Prima del 1919;Dichiarazione di interesse culturale;Patrimonio indisponibile;Utilizzato direttamente;Altro;;;;False;1
693285;L219;1217;166;11.0;FABBRICATO;Piazza della Repubblica;8;45.0755733;7.6847578;Cantina, soffitta, rimessa, box, garage, posto auto aperto/scoperto,;Prima del 1919;Dichiarazione di interesse culturale;Patrimonio indisponibile;Utilizzato direttamente;Altro;;;;False;1
693286;L219;1217;166;11.0;FABBRICATO;Piazza della Repubblica;8;45.0757631;7.6848046;Cantina, soffitta, rimessa, box, garage, posto auto aperto/scoperto,;Prima del 1919;Dichiarazione di interesse culturale;Patrimonio indisponibile;Utilizzato direttamente;Altro;;;;False;1
693287;L219;1217;166;11.0;FABBRICATO;Piazza della Repubblica;8;45.0757631;7.6848046;Cantina, soffitta, rimessa, box, garage, posto auto aperto/scoperto,;Prima del 1919;Dichiarazione di interesse culturale;Patrimonio indisponibile;Utilizzato direttamente;Altro;;;;False;1
693288;L219;1217;166;11.0;FABBRICATO;Piazza della Repubblica;8;45.0757631;7.6848046;Cantina, soffitta, rimessa, box, garage, posto auto aperto/scoperto,;Prima del 1919;Dichiarazione di interesse culturale;Patrimonio indisponibile;Utilizzato direttamente;Altro;;;;False;1
693289;L219;1217;166;11.0;FABBRICATO;Piazza della Repubblica;8;45.0757631;7.6848046;Cantina, soffitta, rimessa, box, garage, posto auto aperto/scoperto,;Prima del 1919;Dichiarazione di interesse culturale;Patrimonio indisponibile;Utilizzato direttamente;Altro;;;;False;1
693290;L219;1217;166;11.0;FABBRICATO;Piazza della Repubblica;8;45.0757631;7.6848046;Cantina, soffitta, rimessa, box, garage, posto auto aperto/scoperto,;Prima del 1919;Dichiarazione di interesse culturale;Patrimonio indisponibile;Utilizzato direttamente;Altro;;;;False;1
693291;L219;1217;166;11.0;FABBRICATO;Piazza della Repubblica;8;45.0757631;7.6848046;Cantina, soffitta, rimessa, box, garage, posto auto aperto/scoperto,;Prima del 1919;Dichiarazione di interesse culturale;Patrimonio indisponibile;Utilizzato direttamente;Altro;;;;False;1
693292;L219;1217;166;11.0;FABBRICATO;Piazza della Repubblica;8;45.0757631;7.6848046;Cantina, soffitta, rimessa, box, garage, posto auto aperto/scoperto,;Prima del 1919;Dichiarazione di interesse culturale;Patrimonio indisponibile;Utilizzato direttamente;Altro;;;;False;1
693293;L219;1217;166;11.0;FABBRICATO;Piazza della Repubblica;8;45.0757631;7.6848046;Cantina, soffitta, rimessa, box, garage, posto auto aperto/scoperto,;Prima del 1919;Dichiarazione di interesse culturale;Patrimonio indisponibile;Utilizzato direttamente;Altro;;;;False;1
693294;L219;1217;166;11.0;FABBRICATO;Piazza della Repubblica;8;45.0757631;7.6848046;Cantina, soffitta, rimessa, box, garage, posto auto aperto/scoperto,;Prima del 1919;Dichiarazione di interesse culturale;Patrimonio indisponibile;Utilizzato direttamente;Altro;;;;False;1
693295;L219;1217;166;11.0;FABBRICATO;Piazza della Repubblica;8;45.0757631;7.6848046;Cantina, soffitta, rimessa, box, garage, posto auto aperto/scoperto,;Prima del 1919;Dichiarazione di interesse culturale;Patrimonio indisponibile;Utilizzato direttamente;Altro;;;;False;1
693296;L219;1217;166;305.0;FABBRICATO;Piazza della Repubblica;8;45.0756668;7.684525;Ufficio strutturato ed assimilabili;Prima del 1919;Dichiarazione di interesse culturale;Patrimonio indisponibile;Utilizzato direttamente;Altro;;;;False;1
693297;L219;1217;166;29.0;FABBRICATO;Piazza della Repubblica;6;45.0756668;7.684525;Cantina, soffitta, rimessa, box, garage, posto auto aperto/scoperto,;Prima del 1919;Dichiarazione di interesse culturale;Patrimonio indisponibile;Utilizzato direttamente;Altro;;;;False;1
693298;L219;1392;291;524.25;FABBRICATO;corso orbassano;264;45.0390681;7.6306606;Edificio scolastico (es.: scuola di ogni ordine e grado, università, scuola di formazione);Dal 1971 al 1980;Nessuno;Patrimonio indisponibile;Utilizzato direttamente;Attività didattica;;;;False;1
693299;L219;1217;208;57.0;FABBRICATO;Piazza Emanuele Filiberto;3;45.076102;7.6814876;Abitazione;Prima del 1919;Nessuno;Patrimonio indisponibile;Utilizzato direttamente;Altro;;;;False;1
693300;L219;1217;208;66.0;FABBRICATO;Piazza Emanuele Filiberto;3;45.076102;7.6814876;Abitazione;Prima del 1919;Nessuno;Patrimonio indisponibile;Utilizzato direttamente;Altro;;;;False;1
693301;L219;1217;208;107.0;FABBRICATO;Piazza Emanuele Filiberto;3;45.076102;7.6814876;Abitazione;Prima del 1919;Nessuno;Patrimonio indisponibile;Utilizzato direttamente;Altro;;;;False;1
693302;L219;1217;208;106.0;FABBRICATO;Piazza Emanuele Filiberto;3;45.076102;7.6814876;Abitazione;Prima del 1919;Nessuno;Patrimonio indisponibile;Utilizzato direttamente;Altro;;;;False;1
693303;L219;1217;208;107.0;FABBRICATO;Piazza Emanuele Filiberto;3;45.076102;7.6814876;Abitazione;Prima del 1919;Nessuno;Patrimonio indisponibile;Utilizzato direttamente;Altro;;;;False;1
693304;L219;1217;210;58.0;FABBRICATO;Piazza Emanuele Filiberto;1;45.0760111;7.6817108;Abitazione;Prima del 1919;Nessuno;Patrimonio indisponibile;Utilizzato direttamente;Altro;;;;False;1
693305;L219;1217;210;113.0;FABBRICATO;Piazza Emanuele Filiberto;1;45.0760111;7.6817108;Abitazione;Prima del 1919;Nessuno;Patrimonio indisponibile;Utilizzato direttamente;Altro;;;;False;1
693306;L219;1217;210;116.0;FABBRICATO;Piazza Emanuele Filiberto;1;45.0760111;7.6817108;Abitazione;Prima del 1919;Nessuno;Patrimonio indisponibile;Utilizzato direttamente;Altro;;;;False;1
693307;L219;1217;210;39.0;FABBRICATO;Piazza Emanuele Filiberto;1;45.0760111;7.6817108;Abitazione;Prima del 1919;Nessuno;Patrimonio indisponibile;Utilizzato direttamente;Altro;;;;False;1
693308;L219;1217;210;59.0;FABBRICATO;Piazza Emanuele Filiberto;1;45.0760111;7.6817108;Abitazione;Prima del 1919;Nessuno;Patrimonio indisponibile;Utilizzato direttamente;Altro;;;;False;1
693309;L219;1217;210;116.0;FABBRICATO;Piazza Emanuele Filiberto;1;45.0760111;7.6817108;Abitazione;Prima del 1919;Nessuno;Patrimonio indisponibile;Utilizzato direttamente;Altro;;;;False;1
693310;L219;1217;210;104.0;FABBRICATO;Piazza Emanuele Filiberto;1;45.0760111;7.6817108;Abitazione;Prima del 1919;Nessuno;Patrimonio indisponibile;Utilizzato direttamente;Altro;;;;False;1
693311;L219;1217;210;105.0;FABBRICATO;Piazza Emanuele Filiberto;1;45.0760111;7.6817108;Abitazione;Prima del 1919;Nessuno;Patrimonio indisponibile;Utilizzato direttamente;Altro;;;;False;1
693312;L219;1217;210;115.0;FABBRICATO;Piazza Emanuele Filiberto;1;45.0760111;7.6817108;Abitazione;Prima del 1919;Nessuno;Patrimonio indisponibile;Utilizzato direttamente;Altro;;;;False;1
693313;L219;1217;210;104.0;FABBRICATO;Piazza Emanuele Filiberto;1;45.0760111;7.6817108;Abitazione;Prima del 1919;Nessuno;Patrimonio indisponibile;Utilizzato direttamente;Altro;;;;False;1
693314;L219;1217;210;59.0;FABBRICATO;Piazza Emanuele Filiberto;1;45.0760111;7.6817108;Abitazione;Prima del 1919;Nessuno;Patrimonio indisponibile;Utilizzato direttamente;Altro;;;;False;1
693315;L219;1217;210;106.0;FABBRICATO;Piazza Emanuele Filiberto;1;45.0760111;7.6817108;Abitazione;Prima del 1919;Nessuno;Patrimonio indisponibile;Utilizzato direttamente;Altro;;;;False;1
693316;L219;1217;210;59.0;FABBRICATO;Piazza Emanuele Filiberto;1;45.0760111;7.6817108;Abitazione;Prima del 1919;Nessuno;Patrimonio indisponibile;Utilizzato direttamente;Altro;;;;False;1
693317;L219;1217;210;105.0;FABBRICATO;Piazza Emanuele Filiberto;1;45.0760111;7.6817108;Abitazione;Prima del 1919;Nessuno;Patrimonio indisponibile;Utilizzato direttamente;Altro;;;;False;1
693318;L219;1217;210;58.0;FABBRICATO;Piazza Emanuele Filiberto;1;45.0760111;7.6817108;Abitazione;Prima del 1919;Nessuno;Patrimonio indisponibile;Utilizzato direttamente;Altro;;;;False;1
693319;L219;1217;210;115.0;FABBRICATO;Piazza Emanuele Filiberto;1;45.0760111;7.6817108;Abitazione;Prima del 1919;Nessuno;Patrimonio indisponibile;Utilizzato direttamente;Altro;;;;False;1
693343;L219;1217;242;38.0;FABBRICATO;Via della Basilica;3;45.0750956;7.6836509;Cantina, soffitta, rimessa, box, garage, posto auto aperto/scoperto,;Prima del 1919;Dichiarazione di interesse culturale;Patrimonio indisponibile;Utilizzato direttamente;Altro;;;;False;1
693345;L219;1217;41;59.0;FABBRICATO;Piazza della Repubblica;22;45.0777899;7.6847703;Locale commerciale, negozio;Prima del 1919;Nessuno;Patrimonio indisponibile;Utilizzato direttamente;Attività commerciale e di ristorazione;;;;False;1
693346;L219;1217;41;78.0;FABBRICATO;Piazza Don Paolo Albera;11;45.0777899;7.6847703;Abitazione;Prima del 1919;Nessuno;Patrimonio indisponibile;Utilizzato direttamente;Altro;;;;False;1
693347;L219;1217;41;134.0;FABBRICATO;Piazza Don Paolo Albera;11;45.0777899;7.6847703;Abitazione;Prima del 1919;Nessuno;Patrimonio indisponibile;Utilizzato direttamente;Altro;;;;False;1
693348;L219;1217;41;87.0;FABBRICATO;Piazza Don Paolo Albera;11;45.0777899;7.6847703;Abitazione;Prima del 1919;Nessuno;Patrimonio indisponibile;Utilizzato direttamente;Altro;;;;False;1
693349;L219;1217;41;82.0;FABBRICATO;Piazza Don Paolo Albera;11;45.0777899;7.6847703;Abitazione;Prima del 1919;Nessuno;Patrimonio indisponibile;Utilizzato direttamente;Altro;;;;False;1
693350;L219;1217;41;146.0;FABBRICATO;Piazza Don Paolo Albera;11;45.0777899;7.6847703;Abitazione;Prima del 1919;Nessuno;Patrimonio indisponibile;Utilizzato direttamente;Altro;;;;False;1
693351;L219;1217;41;86.0;FABBRICATO;Piazza Don Paolo Albera;11;45.0777899;7.6847703;Abitazione;Prima del 1919;Nessuno;Patrimonio indisponibile;Utilizzato direttamente;Altro;;;;False;1
693352;L219;1217;41;87.0;FABBRICATO;Piazza Don Paolo Albera;11;45.0777899;7.6847703;Abitazione;Prima del 1919;Nessuno;Patrimonio indisponibile;Utilizzato direttamente;Altro;;;;False;1
693353;L219;1217;41;137.0;FABBRICATO;Piazza Don Paolo Albera;11;45.0777899;7.6847703;Abitazione;Prima del 1919;Nessuno;Patrimonio indisponibile;Utilizzato direttamente;Altro;;;;False;1
693354;L219;1217;41;85.0;FABBRICATO;Piazza Don Paolo Albera;11;45.0777899;7.6847703;Abitazione;Prima del 1919;Nessuno;Patrimonio indisponibile;Utilizzato direttamente;Altro;;;;False;1
693355;L219;1217;41;69.0;FABBRICATO;Piazza Don Paolo Albera;11;45.0777899;7.6847703;Abitazione;Prima del 1919;Nessuno;Patrimonio indisponibile;Utilizzato direttamente;Altro;;;;False;1
693356;L219;1217;41;135.0;FABBRICATO;Piazza Don Paolo Albera;11;45.0777899;7.6847703;Abitazione;Prima del 1919;Nessuno;Patrimonio indisponibile;Utilizzato direttamente;Altro;;;;False;1
693359;L219;1405;192;300.0;FABBRICATO;Via Villa Glori;21;45.0370914;7.6787283;Impianto sportivo;Dal 1991 al 2000;Nessuno;Patrimonio indisponibile;Utilizzato direttamente;Attività sportiva, ricreativa e di intrattenimento;;;;False;1
693360;L219;1405;192;93.0;FABBRICATO;via villa glori;21;45.0370914;7.6787283;Abitazione;Dal 1946 al 1960;Nessuno;Patrimonio indisponibile;Utilizzato direttamente;Alloggio di servizio, foresterie;;;;False;1
693371;L219;1217;42;115.0;FABBRICATO;Piazza Albera Don Paolo;9;45.0775785;7.6846441;Abitazione;Dal 1961 al 1970;Nessuno;Patrimonio indisponibile;Utilizzato direttamente;Altro;;;;False;1
693372;L219;1217;42;105.0;FABBRICATO;Piazza Albera Don Paolo;9;45.0775785;7.6846441;Abitazione;Dal 1961 al 1970;Nessuno;Patrimonio indisponibile;Utilizzato direttamente;Altro;;;;False;1
693373;L219;1217;42;88.0;FABBRICATO;Piazza Albera Don Paolo;9;45.0775785;7.6846441;Abitazione;Dal 1961 al 1970;Nessuno;Patrimonio indisponibile;Utilizzato direttamente;Altro;;;;False;1
693374;L219;1217;42;103.0;FABBRICATO;Piazza Albera Don Paolo;9;45.0775785;7.6846441;Abitazione;Dal 1961 al 1970;Nessuno;Patrimonio indisponibile;Utilizzato direttamente;Altro;;;;False;1
693376;L219;1217;46;152.0;FABBRICATO;Via Clemente Damiano Priocca;3;45.0772002;7.6852639;Ufficio strutturato ed assimilabili;Prima del 1919;Nessuno;Patrimonio indisponibile;Non utilizzato;Non Dichiarato;;;;False;1
693377;L219;1217;46;118.0;FABBRICATO;Piazza della Repubblica;14;45.0772002;7.6852639;Locale commerciale, negozio;Prima del 1919;Nessuno;Patrimonio indisponibile;Utilizzato direttamente;Attività commerciale e di ristorazione;;;;False;1
693381;L219;1217;46;24.0;FABBRICATO;Via Clemente Damiano Priocca;3;45.0772002;7.6852639;Abitazione;Prima del 1919;Nessuno;Patrimonio indisponibile;Utilizzato direttamente;Altro;;;;False;1
693382;L219;1217;46;28.0;FABBRICATO;Via Clemente Damiano Priocca;3;45.0772002;7.6852639;Abitazione;Prima del 1919;Nessuno;Patrimonio indisponibile;Utilizzato direttamente;Altro;;;;False;1
693383;L219;1217;46;24.0;FABBRICATO;Via Clemente Damiano Priocca;3;45.0772002;7.6852639;Abitazione;Prima del 1919;Nessuno;Patrimonio indisponibile;Utilizzato direttamente;Altro;;;;False;1
693384;L219;1217;46;66.0;FABBRICATO;Via Clemente Damiano Priocca;3;45.0772002;7.6852639;Abitazione;Prima del 1919;Nessuno;Patrimonio indisponibile;Utilizzato direttamente;Altro;;;;False;1
693385;L219;1217;46;61.0;FABBRICATO;Via Clemente Damiano Priocca;3;45.0772002;7.6852639;Abitazione;Prima del 1919;Nessuno;Patrimonio indisponibile;Utilizzato direttamente;Altro;;;;False;1
693386;L219;1217;46;34.0;FABBRICATO;Via Clemente Damiano Priocca;3;45.0772002;7.6852639;Abitazione;Prima del 1919;Nessuno;Patrimonio indisponibile;Utilizzato direttamente;Altro;;;;False;1
693387;L219;1217;46;49.0;FABBRICATO;Via Clemente Damiano Priocca;3;45.0772002;7.6852639;Abitazione;Prima del 1919;Nessuno;Patrimonio indisponibile;Utilizzato direttamente;Altro;;;;False;1
693388;L219;1217;46;70.0;FABBRICATO;Via Clemente Damiano Priocca;3;45.0772002;7.6852639;Abitazione;Prima del 1919;Nessuno;Patrimonio indisponibile;Utilizzato direttamente;Altro;;;;False;1
693389;L219;1217;46;69.0;FABBRICATO;Via Clemente Damiano Priocca;3;45.0772002;7.6852639;Abitazione;Prima del 1919;Nessuno;Patrimonio indisponibile;Utilizzato direttamente;Altro;;;;False;1
693390;L219;1217;46;64.0;FABBRICATO;Via Clemente Damiano Priocca;3;45.0772002;7.6852639;Abitazione;Prima del 1919;Nessuno;Patrimonio indisponibile;Utilizzato direttamente;Altro;;;;False;1
693391;L219;1217;46;61.0;FABBRICATO;Via Clemente Damiano Priocca;3;45.0772002;7.6852639;Abitazione;Prima del 1919;Nessuno;Patrimonio indisponibile;Utilizzato direttamente;Altro;;;;False;1
693392;L219;1217;46;35.0;FABBRICATO;Via Clemente Damiano Priocca;3;45.0772002;7.6852639;Abitazione;Prima del 1919;Nessuno;Patrimonio indisponibile;Utilizzato direttamente;Altro;;;;False;1
693393;L219;1217;46;49.0;FABBRICATO;Via Clemente Damiano Priocca;3;45.0772002;7.6852639;Abitazione;Prima del 1919;Nessuno;Patrimonio indisponibile;Utilizzato direttamente;Altro;;;;False;1
693394;L219;1217;46;71.0;FABBRICATO;Via Clemente Damiano Priocca;3;45.0772002;7.6852639;Abitazione;Prima del 1919;Nessuno;Patrimonio indisponibile;Utilizzato direttamente;Altro;;;;False;1
693395;L219;1217;46;69.0;FABBRICATO;Via Clemente Damiano Priocca;3;45.0772002;7.6852639;Abitazione;Prima del 1919;Nessuno;Patrimonio indisponibile;Utilizzato direttamente;Altro;;;;False;1
