id;natura_del_bene;indirizzo;numero_civico;latitudine;longitudine;identificativo_catastale;tipologia_bene_immobile;altezza;superficie_di_riferimento_mq;epoca_costruzione;vincolo_culturale_paesaggistico;natura_giuridica_del_bene;utilizzo_del_bene;finalita;tipo_detenzione_a_terzi;canone_annuale;data_decorrenza;zona_omi
2732833;FABBRICATO;BORGO DORA (VIA);49;45.0816879;7.6815432;Accatastato - L219:::1215:134::;Area urbana;Non Disponibile;44.0;ND;Dichiarazione di interesse culturale;Demanio;Utilizzato direttamente;Altro;;;;
2732834;FABBRICATO;BORGO DORA (VIA);49;45.0817319;7.6829121;Accatastato - L219:::1215:136::64;Area urbana;Non Disponibile;160.0;ND;Dichiarazione di interesse culturale;Demanio;Utilizzato direttamente;Altro;;;;
2732836;FABBRICATO;SERRANO (VIA);24 A;45.0660908;7.6394768;Accatastato - L219:::1236:536::2;Area urbana;Non Disponibile;1843.0;ND;Nessuno;Patrimonio indisponibile;Utilizzato direttamente;Altro;;;;
2732837;FABBRICATO;CASTELFIDARDO (CORSO);30 A;45.0637018;7.6590401;Accatastato - L219:::1239:261::;Area urbana;Non Disponibile;2982.0;ND;Nessuno;Patrimonio indisponibile;Utilizzato direttamente;Altro;;;;
2732838;FABBRICATO;MODENA (VIA);30 B;45.0776948;7.6944863;Accatastato - L219:::1249:352::1;Area urbana;Non Disponibile;534.0;ND;Nessuno;Patrimonio indisponibile;Utilizzato direttamente;Altro;;;;
2732839;FABBRICATO;RICASOLI BETTINO (VIA);30;45.0722185;7.7054224;Accatastato - L219:::1251:859::;Area urbana;Non Disponibile;130.0;ND;Dichiarazione di interesse culturale;Demanio;Utilizzato direttamente;Altro;;;;
2732840;FABBRICATO;ROBILANT CARLO DI (PIAZZA);16;45.0586885;7.6431233;Accatastato - L219:::1296:376::;Area urbana;Non Disponibile;907.0;ND;Nessuno;Patrimonio indisponibile;Utilizzato direttamente;Altro;;;;
2732841;FABBRICATO;PRINCIPE AMEDEO (VIA);54;45.0653492;7.6930014;Accatastato - L219:::1307:4::6;Area urbana;Non Disponibile;486.0;ND;Nessuno;Patrimonio indisponibile;Utilizzato direttamente;Altro;;;;
2732842;FABBRICATO;PLANA GIOVANNI (VIA);2;45.0650967;7.6931392;Accatastato - L219:::1307:10::;Area urbana;Non Disponibile;130.0;ND;Dichiarazione di interesse culturale;Demanio;Utilizzato direttamente;Altro;;;;
2732843;FABBRICATO;CASALE (CORSO);56;45.0657357;7.7079947;Accatastato - L219:::1311:226::;Area urbana;Non Disponibile;66.0;ND;Nessuno;Patrimonio indisponibile;Utilizzato direttamente;Altro;;;;
2732844;FABBRICATO;CASALE (CORSO);56;45.0652161;7.706707;Accatastato - L219:::1311:229::;Area urbana;Non Disponibile;31.0;ND;Nessuno;Patrimonio indisponibile;Utilizzato direttamente;Altro;;;;
2732845;FABBRICATO;OSOPPO (VIA);3;45.0533096;7.6405444;Accatastato - L219:::1344:289::2;Area urbana;Non Disponibile;5121.0;ND;Nessuno;Patrimonio indisponibile;Utilizzato direttamente;Altro;;;;
2732846;FABBRICATO;MONCALIERI (CORSO);18;45.0441555;7.6852007;Accatastato - L219:::1373:5::10;Area urbana;Non Disponibile;63.0;ND;Nessuno;Patrimonio indisponibile;Utilizzato direttamente;Altro;;;;
2732847;FABBRICATO;MONCALIERI (CORSO);178;45.0441555;7.6852007;Accatastato - L219:::1373:5::17;Area urbana;Non Disponibile;30.0;ND;Nessuno;Patrimonio indisponibile;Utilizzato direttamente;Altro;;;;
2732848;FABBRICATO;GIORDANO BRUNO (VIA);11;45.0441228;7.6644399;Accatastato - L219:::1379:131::1;Area urbana;Non Disponibile;6010.0;ND;Nessuno;Patrimonio indisponibile;Utilizzato direttamente;Altro;;;;
2732849;FABBRICATO;GIORDANO BRUNO (VIA);11;45.0431001;7.6633868;Accatastato - L219:::1379:132::;Area urbana;Non Disponibile;25.0;ND;Nessuno;Patrimonio indisponibile;Utilizzato direttamente;Altro;;;;
2732851;FABBRICATO;S. MARINO (VIA);30;45.0368848;7.6480173;Accatastato - L219:::1397:91::;Area urbana;Non Disponibile;3500.0;ND;Nessuno;Patrimonio indisponibile;Utilizzato direttamente;Altro;;;;
2732852;FABBRICATO;UNIONE SOVIETICA (CORSO);220;45.0357513;7.6493084;Accatastato - L219:::1397:99::;Area urbana;Non Disponibile;605.0;ND;Dichiarazione di interesse culturale;Demanio;Utilizzato direttamente;Altro;;;;
2732853;FABBRICATO;UNIONE SOVIETICA (CORSO);220;45.0366319;7.6490395;Accatastato - L219:::1397:104::;Area urbana;Non Disponibile;475.0;ND;Dichiarazione di interesse culturale;Demanio;Utilizzato direttamente;Altro;;;;
2732854;FABBRICATO;UNIONE SOVIETICA (CORSO);220;45.0360266;7.6495505;Accatastato - L219:::1397:105::;Area urbana;Non Disponibile;1103.0;ND;Dichiarazione di interesse culturale;Demanio;Utilizzato direttamente;Altro;;;;
2732855;FABBRICATO;FILADELFIA (VIA);82;45.0413869;7.6484797;Accatastato - L219:::1398:80::;Area urbana;Non Disponibile;4500.0;ND;Dichiarazione di interesse culturale;Demanio;Utilizzato direttamente;Altro;;;;
2732856;FABBRICATO;ZINI ZINO GIACOMO (VIA);139;45.0345556;7.6600608;Accatastato - L219:::1401:317::;Area urbana;Non Disponibile;270.0;ND;Nessuno;Patrimonio indisponibile;Utilizzato direttamente;Altro;;;;
2732857;FABBRICATO;MONCALIERI (CORSO);270;45.0358726;7.6793781;Accatastato - L219:::1405:230::;Area urbana;Non Disponibile;39.0;ND;Nessuno;Patrimonio indisponibile;Utilizzato direttamente;Altro;;;;
2732858;FABBRICATO;MONCALIERI (CORSO);270;45.0353274;7.6792023;Accatastato - L219:::1405:232::;Area urbana;Non Disponibile;75.0;ND;Nessuno;Patrimonio indisponibile;Utilizzato direttamente;Altro;;;;
2732859;FABBRICATO;GIORDANO BRUNO (VIA);181;45.0337951;7.6576171;Accatastato - L219:::1422:198::;Area urbana;Non Disponibile;7.0;ND;Nessuno;Patrimonio indisponibile;Utilizzato direttamente;Altro;;;;
2732860;FABBRICATO;GIORDANO BRUNO (VIA);181;45.0338343;7.6574178;Accatastato - L219:::1422:199::;Area urbana;Non Disponibile;20.0;ND;Nessuno;Patrimonio indisponibile;Utilizzato direttamente;Altro;;;;
2732861;FABBRICATO;GIORDANO BRUNO (VIA);181;45.0342205;7.6584156;Accatastato - L219:::1422:200::2;Area urbana;Non Disponibile;5.0;ND;Nessuno;Patrimonio indisponibile;Utilizzato direttamente;Altro;;;;
2732862;FABBRICATO;GIORDANO BRUNO (VIA);181;45.034205;7.6577318;Accatastato - L219:::1422:201::2;Area urbana;Non Disponibile;8.0;ND;Nessuno;Patrimonio indisponibile;Utilizzato direttamente;Altro;;;;
2732864;FABBRICATO;GIORDANO BRUNO (VIA);181;45.034205;7.6577318;Accatastato - L219:::1422:201::3;Area urbana;Non Disponibile;22.0;ND;Nessuno;Patrimonio indisponibile;Utilizzato direttamente;Altro;;;;
2732865;FABBRICATO;ORBASSANO (CORSO);455;45.0305681;7.6108275;Accatastato - L219:::1436:4::21;Area urbana;Non Disponibile;321.0;ND;Nessuno;Patrimonio indisponibile;Utilizzato direttamente;Altro;;;;
2732867;FABBRICATO;FARINELLI ARTURO (VIA);40 A;45.014537;7.6340713;Accatastato - L219:::1481:321::7;Area urbana;Non Disponibile;6350.0;ND;Nessuno;Patrimonio indisponibile;Utilizzato direttamente;Altro;;;;
2781821;TERRENO;Strada al Traforo di Pino;n.a.;45.07912551;7.73805918;Accatastato - L219::1207:687:::;Terreno agricolo;Non Disponibile;38.0;ND;Nessuno;Patrimonio disponibile;Non utilizzato;Non Dichiarato;;;;
2782172;TERRENO;Strada al Traforo di Pino;n.a.;45.07933315;7.7378327;Accatastato - L219::1207:688:::;Terreno agricolo;Non Disponibile;1422.0;ND;Nessuno;Patrimonio disponibile;Utilizzato direttamente;Attività agricola;;;;
2785314;FABBRICATO;Via Cumiana;15;45.0658762;7.6443978;Accatastato - L219:::1289:56::305;Ufficio strutturato ed assimilabili;3.5;1242.86;Dal 1919 al 1945;Dichiarazione di interesse culturale;Patrimonio disponibile;Non utilizzato;Non Dichiarato;;;;
2786156;FABBRICATO;Via Giuseppe Mazzini;44;45.0609741;7.6882336;Accatastato - L219:::1306:192::143;Ufficio strutturato ed assimilabili;Non Disponibile;63.0;Prima del 1919;Nessuno;Patrimonio indisponibile;;Non Dichiarato;in concessione a titolo oneroso;1406.0;14/02/2020;
2786157;FABBRICATO;Via Giuseppe Mazzini;44;45.0609741;7.6882336;Accatastato - L219:::1306:192::144;Locale commerciale, negozio;Non Disponibile;14.0;Prima del 1919;Nessuno;Patrimonio indisponibile;Utilizzato direttamente;Attività commerciale e di ristorazione;;;;
2787445;FABBRICATO;VIA ORBASSANO;380;45.0343493;7.620652;Accatastato - L219:::1429:98::102;Abitazione;Non Disponibile;76.0;Dal 1946 al 1960;Nessuno;Patrimonio indisponibile;Non utilizzato;Non Dichiarato;;;;
2787446;FABBRICATO;VIA ORBASSANO;380;45.0343493;7.620652;Accatastato - L219:::1429:98::108;Abitazione;Non Disponibile;91.0;Dal 1946 al 1960;Nessuno;Patrimonio indisponibile;Non utilizzato;Non Dichiarato;;;;
2787447;TERRENO;VIA SANT'ELIA ANTONIO;SNC;45.1251603;7.7153708;Accatastato - L219::1017:46:::;Terreno agricolo;Non Disponibile;225.0;ND;Nessuno;Patrimonio indisponibile;Utilizzato direttamente;Attività agricola;;;;
2787448;TERRENO;VIA SANT'ELIA ANTONIO;SNC;45.1269705;7.7143888;Accatastato - L219::1017:92:::;Terreno agricolo;Non Disponibile;373.0;ND;Nessuno;Patrimonio indisponibile;Utilizzato direttamente;Attività agricola;;;;
2787449;TERRENO;VIA SANT'ELIA ANTONIO;SNC;45.1258256;7.7153199;Accatastato - L219::1017:104:::;Terreno agricolo;Non Disponibile;6025.0;ND;Nessuno;Patrimonio indisponibile;Utilizzato direttamente;Attività agricola;;;;
2787450;TERRENO;VIA SANT'ELIA ANTONIO;SNC;45.1262362;7.7166694;Accatastato - L219::1017:106:::;Pascolo;Non Disponibile;19.0;ND;Nessuno;Patrimonio indisponibile;Utilizzato direttamente;Attività agricola;;;;
2787451;TERRENO;VIA SANT'ELIA ANTONIO;SNC;45.1265003;7.7162249;Accatastato - L219::1017:107:::;Pascolo;Non Disponibile;193.0;ND;Nessuno;Patrimonio indisponibile;Utilizzato direttamente;Attività agricola;;;;
2787452;TERRENO;VIA SANT'ELIA ANTONIO;SNC;45.1264103;7.71626;Accatastato - L219::1017:108:::;Terreno boscato o con vegetazione di vario tipo;Non Disponibile;376.0;ND;Nessuno;Patrimonio indisponibile;Utilizzato direttamente;Attività agricola;;;;
2787453;TERRENO;VIA SANT'ELIA ANTONIO;SNC;45.1261922;7.7166131;Accatastato - L219::1017:109:::;Terreno boscato o con vegetazione di vario tipo;Non Disponibile;39.0;ND;Nessuno;Patrimonio indisponibile;Utilizzato direttamente;Attività agricola;;;;
2787454;TERRENO;VIA SANT'ELIA ANTONIO;SNC;45.1261843;7.7161535;Accatastato - L219::1017:110:::;Terreno agricolo;Non Disponibile;2606.0;ND;Nessuno;Patrimonio indisponibile;Utilizzato direttamente;Attività agricola;;;;
2787455;TERRENO;VIA SANT'ELIA ANTONIO;SNC;45.1258288;7.7160564;Accatastato - L219::1017:111:::;Terreno agricolo;Non Disponibile;754.0;ND;Nessuno;Patrimonio indisponibile;Utilizzato direttamente;Attività agricola;;;;
2787456;TERRENO;VIA SANT'ELIA ANTONIO;SNC;45.1268641;7.7145066;Accatastato - L219::1017:114:::;Terreno agricolo;Non Disponibile;5548.0;ND;Nessuno;Patrimonio indisponibile;Utilizzato direttamente;Attività agricola;;;;
2787457;TERRENO;VIA SANT'ELIA ANTONIO;SNC;45.1263978;7.7144309;Accatastato - L219::1017:116:::;Terreno agricolo;Non Disponibile;541.0;ND;Nessuno;Patrimonio indisponibile;Utilizzato direttamente;Attività agricola;;;;
2787458;TERRENO;VIA SANT'ELIA ANTONIO;SNC;45.1264844;7.7162829;Accatastato - L219::1017:117:::;Pascolo;Non Disponibile;95.0;ND;Nessuno;Patrimonio indisponibile;Utilizzato direttamente;Attività agricola;;;;
2787459;TERRENO;VIA SANT'ELIA ANTONIO;SNC;45.1266823;7.7159678;Accatastato - L219::1017:118:::;Pascolo;Non Disponibile;53.0;ND;Nessuno;Patrimonio indisponibile;Utilizzato direttamente;Attività agricola;;;;
2787460;TERRENO;VIA SANT'ELIA ANTONIO;SNC;45.124779;7.714941;Accatastato - L219::1023:202:::;Terreno agricolo;Non Disponibile;45.0;ND;Nessuno;Patrimonio indisponibile;Utilizzato direttamente;Attività agricola;;;;
2787461;TERRENO;VIA SANT'ELIA ANTONIO;SNC;45.1250063;7.7146412;Accatastato - L219::1023:316:::;Terreno agricolo;Non Disponibile;1777.0;ND;Nessuno;Patrimonio indisponibile;Utilizzato direttamente;Attività agricola;;;;
2787462;TERRENO;VIA SANT'ELIA ANTONIO;SNC;45.1240913;7.7136216;Accatastato - L219::1023:325:::;Terreno agricolo;Non Disponibile;299.0;ND;Nessuno;Patrimonio indisponibile;Utilizzato direttamente;Attività agricola;;;;
2787463;TERRENO;VIA SANT'ELIA ANTONIO;SNC;45.1239355;7.7139835;Accatastato - L219::1023:326:::;Terreno agricolo;Non Disponibile;4062.0;ND;Nessuno;Patrimonio indisponibile;Utilizzato direttamente;Attività agricola;;;;
2787464;TERRENO;VIA SANT'ELIA ANTONIO;SNC;45.1223044;7.713056;Accatastato - L219::1023:328:::;Terreno agricolo;Non Disponibile;72.0;ND;Nessuno;Patrimonio indisponibile;Utilizzato direttamente;Attività agricola;;;;
2787465;TERRENO;VIA SANT'ELIA ANTONIO;SNC;45.1240512;7.7143194;Accatastato - L219::1023:329:::;Terreno agricolo;Non Disponibile;833.0;ND;Nessuno;Patrimonio indisponibile;Utilizzato direttamente;Attività agricola;;;;
2787466;TERRENO;VIA SANT'ELIA ANTONIO;SNC;45.1245438;7.7135712;Accatastato - L219::1023:336:::;Terreno agricolo;Non Disponibile;11398.0;ND;Nessuno;Patrimonio indisponibile;Utilizzato direttamente;Attività agricola;;;;
2787467;FABBRICATO;VIA DEGLI ULIVI;49E;45.129511;7.7168342;Accatastato - L219:::1016:39::2;Locale commerciale, negozio;Non Disponibile;281.0;Dopo il 2010;Nessuno;Patrimonio indisponibile;Utilizzato direttamente;Altro;;;;
2787468;FABBRICATO;VIA DEGLI ULIVI;49E;45.129511;7.7168342;Accatastato - L219:::1016:39::3;Magazzino e locali di deposito;Non Disponibile;21.0;Dopo il 2010;Nessuno;Patrimonio indisponibile;Utilizzato direttamente;Altro;;;;
2787469;FABBRICATO;VIA DEGLI ULIVI;SNC;45.1330369;7.7170149;Accatastato - L219:::1016:41::;Impianto sportivo;Non Disponibile;57.0;Dopo il 2010;Nessuno;Patrimonio indisponibile;Utilizzato direttamente;Altro;;;;
2787470;FABBRICATO;VIA DEGLI ULIVI;SNC;45.1323796;7.7162286;Accatastato - L219:::1016:44::;Impianto sportivo;Non Disponibile;54.0;Dopo il 2010;Nessuno;Patrimonio indisponibile;Utilizzato direttamente;Altro;;;;
2789816;FABBRICATO;Strada Castello di Mirafiori;38 15;45.0099751;7.6279136;Accatastato - L219:::1482:61::;Magazzino e locali di deposito;Non Disponibile;77.0;Dal 1919 al 1945;Nessuno;Patrimonio indisponibile;Non utilizzato;Non Dichiarato;;;;
2790193;FABBRICATO;Via Fiesole;19;45.1045328;7.6494675;Accatastato - L219:::1074:83::6;Impianto sportivo;Non Disponibile;1015.0;Dal 1971 al 1980;Nessuno;Patrimonio indisponibile;;Non Dichiarato;in concessione a titolo oneroso;1364.0;01/03/2017;
2790212;TERRENO;Strada del Drosso;n.a.;45.0180024;7.5966247;Accatastato - L219::1469:70:::;Terreno agricolo;Non Disponibile;108717.0;ND;Nessuno;Patrimonio indisponibile;Utilizzato direttamente;Attività agricola;;;;
2790319;TERRENO;Viale Luigi Hugues;n.a.;45.0587366;7.6337408;Accatastato - L219::1291:109:::;Parco/Villa Comunale/Giardino Pubblico;Non Disponibile;49.0;ND;Nessuno;Patrimonio indisponibile;Utilizzato direttamente;Altro;;;;
2790322;TERRENO;Viale Luigi Hugues;n.a.;45.0617358;7.6340122;Accatastato - L219::1291:135:::;Parco/Villa Comunale/Giardino Pubblico;Non Disponibile;3238.0;ND;Nessuno;Patrimonio indisponibile;Utilizzato direttamente;Altro;;;;
2790324;TERRENO;Viale Luigi Hugues;n.a.;45.061044;7.6336787;Accatastato - L219::1291:141:::;Parco/Villa Comunale/Giardino Pubblico;Non Disponibile;27470.0;ND;Nessuno;Patrimonio indisponibile;Utilizzato direttamente;Altro;;;;
2790333;FABBRICATO;Via Antonio Cecchi;21;45.0861655;7.6816421;Accatastato - L219:::1183:227::2;Magazzino e locali di deposito;Non Disponibile;544.0;Dal 1919 al 1945;Nessuno;Patrimonio indisponibile;Utilizzato direttamente;Altro;;;;
2790338;FABBRICATO;Via Antonio Cecchi;21;45.0861655;7.6816421;Accatastato - L219:::1183:227::3;Magazzino e locali di deposito;Non Disponibile;338.0;Dal 1919 al 1945;Nessuno;Patrimonio indisponibile;Utilizzato direttamente;Altro;;;;
2790359;FABBRICATO;Piazza Carlo di Robilant;5;45.0608648;7.6463214;Accatastato - L219:::1289:841::7;Cantina, soffitta, rimessa, box, garage, posto auto aperto/scoperto,;Non Disponibile;10.0;Prima del 1919;Nessuno;Patrimonio indisponibile;Utilizzato direttamente;Attività didattica;;;;
2790360;FABBRICATO;Piazza Carlo di Robilant;5;45.0608648;7.6463214;Accatastato - L219:::1289:841::6;Cantina, soffitta, rimessa, box, garage, posto auto aperto/scoperto,;Non Disponibile;9.0;Prima del 1919;Nessuno;Patrimonio indisponibile;Utilizzato direttamente;Attività didattica;;;;
2814329;FABBRICATO;Corso Regina Margherita;153;45.0798385;7.6726279;"Accatastato - L219:::1180:251::2;L219:::1180:229::1;L219:::1180:250::1;L219:::1180:231::1;L219:::1180:230::1";Ufficio strutturato ed assimilabili;3.5;11026.0;Prima del 1919;Nessuno;Patrimonio indisponibile;;Non Dichiarato;in concessione a titolo oneroso;320561.0;01/01/2017;
2814333;FABBRICATO;Corso Principe Eugenio;26;45.0792311;7.6718853;"Accatastato - L219:::1180:235::10;L219:::1180:232::3";Ufficio strutturato ed assimilabili;3.5;542.0;Prima del 1919;Nessuno;Patrimonio indisponibile;Non utilizzato;Non Dichiarato;;;;
2814338;FABBRICATO;Corso Principe Eugenio;26;45.0786543;7.6727587;Accatastato - L219:::1180:448::1;Struttura residenziale collettiva (es.: collegi e convitti, educandati, ricoveri, orfanotrofi, ospizi, conventi, seminari);5.0;228.2;Prima del 1919;Nessuno;Patrimonio indisponibile;Non utilizzato;Non Dichiarato;;;;
2814348;TERRENO;Via Osasco;n.a.;45.0610033;7.6521435;Accatastato - L219::1288:542:::;Parco/Villa Comunale/Giardino Pubblico;Non Disponibile;29883.0;ND;Nessuno;Patrimonio indisponibile;Utilizzato direttamente;Altro;;;;
2830245;TERRENO;Via Orbetello;113 A;45.10614642;7.66975981;Accatastato - L219::1077:261:::;Terreno agricolo;Non Disponibile;714.0;ND;Nessuno;Patrimonio disponibile;Utilizzato direttamente;Altro;;;;
2840041;TERRENO;VIA REYCEND ENRICO;SNC;45.1073302;7.6712273;Accatastato - L219::1054:91:::;Terreno agricolo;Non Disponibile;10220.0;ND;Nessuno;Patrimonio disponibile;Utilizzato direttamente;Attività agricola;;;;
2842581;FABBRICATO;Via Le Chiuse;66;45.0804968;7.6614763;Accatastato - L219:::1176:195::2;Ufficio strutturato ed assimilabili;3.5;402.0;Dal 1946 al 1960;Nessuno;Patrimonio indisponibile;Utilizzato direttamente;Attività amministrativa/uffici pubblici;;;;
2842586;FABBRICATO;Via Carmagnola;23;45.0850757;7.6849339;Accatastato - L219:::1183:197::3;Abitazione;Non Disponibile;91.0;Dal 1981 al 1990;Nessuno;Patrimonio indisponibile;Utilizzato direttamente;Alloggio di servizio, foresterie;;;;
2842590;FABBRICATO;Via Clemente Damiano Priocca;3;45.0772002;7.6852639;Accatastato - L219:::1217:46::77;Abitazione;Non Disponibile;26.0;Prima del 1919;Nessuno;Patrimonio indisponibile;Non utilizzato;Non Dichiarato;;;;
2842591;FABBRICATO;Via Clemente Damiano Priocca;3;45.0772002;7.6852639;Accatastato - L219:::1217:46::76;Ufficio strutturato ed assimilabili;Non Disponibile;42.0;Prima del 1919;Nessuno;Patrimonio indisponibile;Non utilizzato;Non Dichiarato;;;;
2842601;FABBRICATO;Corso Umbria;90;45.0901633;7.663838;Accatastato - L219:::1153:161::4;Biblioteca, pinacoteca, museo, gallerie;5.0;1849.6;Dal 1946 al 1960;Nessuno;Patrimonio indisponibile;Utilizzato direttamente;Attività artistica e culturale;;;;
2842904;TERRENO;VIA PEZZANA GIACINTA;SNC;45.0844025;7.704119;Accatastato - L219::1187:189:::;Terreno agricolo;Non Disponibile;2390.0;ND;Nessuno;Patrimonio indisponibile;Utilizzato direttamente;Attività agricola;;;;
2842905;TERRENO;STRADA DELLA PRONDA;SNC;45.0647023;7.615571;Accatastato - L219::1294:458:::;Terreno agricolo;Non Disponibile;161.0;ND;Nessuno;Patrimonio indisponibile;Utilizzato direttamente;Attività agricola;;;;
2842906;TERRENO;STRADA DELLA PRONDA;SNC;45.0648171;7.6155776;Accatastato - L219::1294:460:::;Terreno agricolo;Non Disponibile;244.0;ND;Nessuno;Patrimonio indisponibile;Utilizzato direttamente;Attività agricola;;;;
2842907;TERRENO;STRADA DELLA PRONDA;SNC;45.0644644;7.6155552;Accatastato - L219::1294:464:::;Terreno agricolo;Non Disponibile;362.0;ND;Nessuno;Patrimonio indisponibile;Utilizzato direttamente;Attività agricola;;;;
2842909;TERRENO;CORSO GIULIO CESARE;SNC;45.1038777;7.705835;Accatastato - L219::1100:193:::;Terreno agricolo;Non Disponibile;546.0;ND;Nessuno;Patrimonio indisponibile;Utilizzato direttamente;Attività agricola;;;;
2842911;TERRENO;CORSO VENEZIA;SNC;45.0998448;7.6861511;Accatastato - L219::1105:717:::;Terreno agricolo;Non Disponibile;6.0;ND;Nessuno;Patrimonio indisponibile;Utilizzato direttamente;Attività agricola;;;;
2842912;TERRENO;CORSO VENEZIA;SNC;45.09982;7.6860195;Accatastato - L219::1105:718:::;Terreno agricolo;Non Disponibile;1.0;ND;Nessuno;Patrimonio indisponibile;Utilizzato direttamente;Attività agricola;;;;
2842913;TERRENO;CORSO VENEZIA;SNC;45.0998158;7.686012;Accatastato - L219::1105:719:::;Terreno agricolo;Non Disponibile;1.0;ND;Nessuno;Patrimonio indisponibile;Utilizzato direttamente;Attività agricola;;;;
2842914;TERRENO;CORSO VENEZIA;SNC;45.0997846;7.6857129;Accatastato - L219::1105:720:::;Terreno agricolo;Non Disponibile;40.0;ND;Nessuno;Patrimonio indisponibile;Utilizzato direttamente;Attività agricola;;;;
2842915;TERRENO;CORSO VENEZIA;SNC;45.0997922;7.6857233;Accatastato - L219::1105:721:::;Terreno agricolo;Non Disponibile;18.0;ND;Nessuno;Patrimonio indisponibile;Utilizzato direttamente;Attività agricola;;;;
2842916;TERRENO;CORSO VENEZIA;SNC;45.0997531;7.6854221;Accatastato - L219::1105:722:::;Terreno agricolo;Non Disponibile;7.0;ND;Nessuno;Patrimonio indisponibile;Utilizzato direttamente;Attività agricola;;;;
2842917;TERRENO;CORSO VENEZIA;SNC;45.0997602;7.6854266;Accatastato - L219::1105:723:::;Terreno agricolo;Non Disponibile;4.0;ND;Nessuno;Patrimonio indisponibile;Utilizzato direttamente;Attività agricola;;;;
2842918;TERRENO;CORSO VENEZIA;SNC;45.09674;7.68418;Accatastato - L219::1105:725:::;Terreno agricolo;Non Disponibile;3861.0;ND;Nessuno;Patrimonio indisponibile;Utilizzato direttamente;Attività agricola;;;;
2842919;TERRENO;CORSO VENEZIA;SNC;45.09674;7.68418;Accatastato - L219::1105:726:::;Terreno agricolo;Non Disponibile;296.0;ND;Nessuno;Patrimonio indisponibile;Utilizzato direttamente;Attività agricola;;;;
2842920;TERRENO;CORSO VENEZIA;SNC;45.0995866;7.6852599;Accatastato - L219::1105:727:::;Terreno agricolo;Non Disponibile;530.0;ND;Nessuno;Patrimonio indisponibile;Utilizzato direttamente;Altro;;;;
2842921;TERRENO;CORSO VENEZIA;SNC;45.0997657;7.6852174;Accatastato - L219::1105:728:::;Terreno agricolo;Non Disponibile;30.0;ND;Nessuno;Patrimonio indisponibile;Utilizzato direttamente;Altro;;;;
2842922;TERRENO;CORSO VENEZIA;SNC;45.09953;7.6854641;Accatastato - L219::1105:729:::;Terreno agricolo;Non Disponibile;561.0;ND;Nessuno;Patrimonio indisponibile;Utilizzato direttamente;Attività agricola;;;;
2842923;TERRENO;CORSO VENEZIA;SNC;45.0997804;7.6854021;Accatastato - L219::1105:730:::;Terreno agricolo;Non Disponibile;50.0;ND;Nessuno;Patrimonio indisponibile;Utilizzato direttamente;Attività agricola;;;;
2842924;TERRENO;VIA DELLE PERVINCHE;SNC;45.1031307;7.6364388;Accatastato - L219::1072:145:::;Terreno agricolo;Non Disponibile;228.0;ND;Nessuno;Patrimonio indisponibile;Utilizzato direttamente;Altro;;;;
2842925;TERRENO;VIA BOTTICELLI SANDRO;SNC;45.1043218;7.7075068;Accatastato - L219::1100:195:::;Terreno agricolo;Non Disponibile;1551.0;ND;Nessuno;Patrimonio indisponibile;Utilizzato direttamente;Attività agricola;;;;
2842926;TERRENO;VIA BOTTICELLI SANDRO;SNC;45.1038047;7.7072597;Accatastato - L219::1100:196:::;Terreno urbano;Non Disponibile;1889.0;ND;Nessuno;Patrimonio indisponibile;Utilizzato direttamente;Altro;;;;
2844392;TERRENO;STRADA DEL PANSA;SNC;45.1041387;7.6149544;Accatastato - L219::1067:36:::;Terreno agricolo;Non Disponibile;2574.0;ND;Nessuno;Patrimonio indisponibile;Utilizzato direttamente;Altro;;;;
2844393;TERRENO;STRADA DEL PANSA;SNC;45.1017418;7.615645;Accatastato - L219::1068:66:::;Terreno agricolo;Non Disponibile;143.0;ND;Nessuno;Patrimonio indisponibile;Utilizzato direttamente;Altro;;;;
2848334;FABBRICATO;VIALE VIRGILIO;53;45.0542869;7.687518;Accatastato - L219:::1336:19::1;Locale commerciale, negozio;Non Disponibile;234.0;Dal 1919 al 1945;Nessuno;Patrimonio indisponibile;Utilizzato direttamente;Attività commerciale e di ristorazione;;;;
2848335;TERRENO;VIA PLAVA;SNC;45.030163;7.6093593;Accatastato - L219::1436:80:::;Terreno agricolo;Non Disponibile;2018.0;ND;Nessuno;Patrimonio indisponibile;Utilizzato direttamente;Altro;;;;
2848336;TERRENO;STRADA DEL PANSA;SNC;45.1017205;7.6154802;Accatastato - L219::1068:67:::;Terreno agricolo;Non Disponibile;99.0;ND;Nessuno;Patrimonio indisponibile;Utilizzato direttamente;Altro;;;;
2849041;FABBRICATO;VIA CHISONE;18;45.05272;7.67034;Accatastato - L219:::1349:47::417;Ufficio strutturato ed assimilabili;3.5;500.0;Dal 1946 al 1960;Nessuno;Patrimonio indisponibile;Utilizzato direttamente;Attività amministrativa/uffici pubblici;;;;
2849042;TERRENO;VIA CHIESA DAMIANO;SNC;45.1023333;7.7299804;Accatastato - L219::1089:354:::;Terreno agricolo;Non Disponibile;307.0;ND;Nessuno;Patrimonio indisponibile;Utilizzato direttamente;Altro;;;;
2849043;FABBRICATO;VIALE VIRGILIO;53;45.0542869;7.687518;Accatastato - L219:::1336:19::2;Locale commerciale, negozio;Non Disponibile;38.0;Dal 1919 al 1945;Nessuno;Patrimonio indisponibile;Utilizzato direttamente;Attività commerciale e di ristorazione;;;;
