struttura,lat,lon,categoria,amenity,count_250m,count_500m,count_1km,count_2km,pois_within_2km
Casa di Riposo RSA Massimo D’Azeglio,45.0449267,7.6789245,mobilità,subway_entrance,0,0,10,24,"1213993854,1213993797,1213993844,3431330484,3431330485,3431330483,2617655139,1621378602,1621378600,1621378601,1213993997,1213994125,1213994014,3253332073,3431326297,3253332072,1622042886,3283904468,1622042919,3431326298,5020207823,5020207824,10260242426,10260242428"
Casa di Riposo RSA Massimo D’Azeglio,45.0449267,7.6789245,mobilità,tram_stop,0,0,7,55,"941491790,941491681,941491813,941491908,941491761,941491518,941491902,941491727,1168929313,1167320836,1168929291,941491699,1167320919,941491496,1230709954,1230710110,1230709892,941491640,941491856,938733459,938733498,1167321000,1167320990,1167320859,1167321088,1167321041,950433574,951424216,1230710018,4997702728,1229827204,1231011119,1229827337,1231011175,1229580323,1229827230,1229580314,1229827620,941491483,941491672,941491612,1168270471,941491868,1185414486,1229580315,1229827224,1227966230,1168270660,1185414504,1227966231,1229827150,1229580304,1230710216,1230709587,1230710154"
Casa di Riposo RSA Massimo D’Azeglio,45.0449267,7.6789245,mobilità,bus_stop,5,20,64,279,"9687643553,1213993949,1262192830,1262197333,1262205805,1262197393,1262182000,13343490798,1262209430,1262189855,1262186555,1262202902,1262211523,1262185759,1262194782,1262198369,1262209999,1262195661,1262208280,1262192621,1262198126,1262210202,3226168498,1262191964,1262204703,1262200130,1262200239,1262209564,1262199832,1262187034,1262212592,1262212443,1262209969,1262197382,1262194763,1262195528,1262182441,1262203530,1262209783,1262203317,1262201548,1262194534,937605170,937605201,937605172,1262196617,1262196377,1262205652,1262198085,1262188120,1262192773,1262202694,1262199993,1262198818,1262207113,1262182479,1262189238,1213368963,1185809746,1185809738,1262208641,1185809741,1262208307,1185414473,1185809759,1262194959,1262188782,1185809737,1262199883,1262204464,1262187238,1262197176,1262207473,1262195467,1262192496,1262195984,1262196079,1262196389,1262189057,1262207017,1185809754,1185809736,1399644213,1131464110,1399644528,1262212319,937605193,937605195,937605181,937605194,937605189,1262198275,1198867720,1262200618,1262210403,1198867646,1198867624,1262199732,1198867456,1167320783,1262207954,1262187635,1262208539,1262200757,1262204432,1262205523,1262195376,1262203331,1262207470,1185815850,937605174,937605197,937605169,937605192,1198867355,1198867590,1198867343,1198867678,1168929435,1198867713,1262208074,1262193274,1262196037,1262198943,1262194467,1262209394,1262210127,1262203515,1262208005,1262184768,1262199100,1262191907,1262207759,1262195389,1262197179,1262186062,1262205538,1262210265,1262200309,1262196573,1262207033,1262195041,1262207412,1262189743,1262182491,1262203811,1262210759,1262211281,1262200961,1262195128,1262196222,1262194864,1262204246,1262189288,1262207969,1262197318,1262208380,1262197731,1262183403,1262208226,1262198069,1262198445,1262185598,1262203692,1262190108,1262203588,1262190098,1262209814,1262208210,1262204320,1262192681,1262200032,1262190944,1262212994,1262195471,1262209837,1262196128,1262195993,1491228853,1262210935,1262182560,1262201063,1262187879,1262203150,1262212811,1262183335,1262204440,5594891025,1262199964,1262199168,1262182219,1399644425,1262198176,1262197433,1262192786,1262197275,1262200205,1262207921,1262210546,1262182382,1262192501,1262201910,1262192626,1229580308,4605836659,1262204898,12876021888,1229580300,1262196357,1262211500,1262208182,1262192466,1262196307,1262195324,1262209515,1262196647,1262212519,1262207853,1480474270,1262210350,1262190981,1262207187,1262197218,1262184662,1262204656,1262196134,1480474276,1262203192,1262194723,1262209179,1262196512,1262206934,1262207679,1480474287,1480474282,1262211196,1262199022,1480474260,1262197190,1480474258,1262212607,1262207895,1262197255,1262184419,1480474268,1480474269,1480474262,1262198132,1262197142,1480474257,1262209613,1168929344,1262197041,1262207547,1198867604,8289837996,1262195219,8289837997,1262185354,1262181975,1262197387,1168270553,1185414522,1262199542,1262186722,1229580316,1229827663,1262208483,10136283371,1168270570,1168270559,1185414520,1229827101,1229580311,1399644118,1262197436,1262211451,1262192792,1262205970"
Casa di Riposo RSA Massimo D’Azeglio,45.0449267,7.6789245,mobilità,charging_station,0,2,7,50,"12012137945,12751913403,9826286312,9369861982,9369861983,9826286313,9826286311,9826286304,9826286310,9826286309,9826286308,9826286307,9826286305,9826286306,10023825560,11066736413,10023825565,10023825563,10023825564,10023825562,10023825561,4691906382,10686606848,4691906381,8273687163,12206458665,9331784402,5545629913,10862580324,10023825566,11253226587,9056770766,8496473717,8496473719,8496473718,13254288285,9884949609,9884949607,9884949611,9884949608,9884949610,10676666527,13254333741,12881604940,10132403023,10132403019,10132403022,10132403020,10132403021,10024930198"
Casa di Riposo RSA Massimo D’Azeglio,45.0449267,7.6789245,mobilità,car_sharing,0,0,0,0,
Casa di Riposo RSA Massimo D’Azeglio,45.0449267,7.6789245,mobilità,taxi,0,0,0,5,"1720500302,450595752,4289455496,8316678430,2019632236"
Casa di Riposo RSA Massimo D’Azeglio,45.0449267,7.6789245,mobilità,parking,3,17,52,140,"1054163508,122239101,925814532,562884412,562884413,48277250,515614122,149024065,43165556,325025599,48275806,660696717,305681433,253301357,305680190,305940763,190437232,190437231,12026842569,166457327,4247924022,54740253,4247924125,241336708,1128003509,3319891484,166652711,166652710,839634184,330956379,330956378,313088902,313088903,166630018,291492675,50259560,1126042539,1126043797,1126047090,1190970428,1340364497,49580893,925276467,1348523735,108470282,942603632,942603631,736824357,706164324,730684398,1300583616,1419477429,736824358,1076957801,730771775,166652712,1052633973,1427640386,1052633974,304847773,78327977,1427317405,1427317410,1427317409,1427317413,1427317412,1427317411,1427317415,1427317414,1424188534,1423071218,257509768,305940327,588952908,305941030,257509769,257509770,257509771,257509772,82207171,257509773,257509774,9676270320,1046462111,1423071183,1422867667,308321226,255963727,1059062375,1381943053,1220165362,1220165363,1423260184,1423635386,770822807,770822809,770822808,454001359,454001349,1621697577,257509778,257509777,330503346,915561379,1218148322,914641500,914641495,914641496,914641504,914641505,914641487,914641506,596527947,914641494,489020583,1409158807,7195363113,282924801,191173232,112172255,1075063889,747831924,7573315188,966980831,45819032,1432694418,1433218612,842479608,842479609,842479611,132406184,69976487,77914307,1256054371,1441572060,1455462286,4488383689,13260980844,1218557983,1057905850"
Casa di Riposo RSA Massimo D’Azeglio,45.0449267,7.6789245,mobilità,car_rental,0,0,2,6,"1170039574,1170039581,13363265154,6113511883,11104716244,5628622134"
Casa di Riposo RSA Massimo D’Azeglio,45.0449267,7.6789245,mobilità,bicycle_parking,3,4,28,101,"9826286292,12168185381,11648561445,11648573495,12233636601,11766605054,2699836883,2699836880,638741739,2524446376,638741442,7076063185,2699759047,2699759049,2699759052,11673291208,11673243325,7076063186,7076063187,7076063189,7076063188,5347703556,12153279090,7076001884,11933465157,7076001882,2635518486,7076001883,7076001878,7076063193,7076063194,7076063195,7076063192,2699759055,2699759054,11913808736,7054259454,9771620395,10011778505,7076063191,7076001881,7076001880,7076001879,7076063190,12168185377,8496468307,11082056515,8496468304,8496468306,8496468305,11082056516,11082056517,11182198684,5226211759,7076001868,12365551375,7076001867,7076001864,7076001863,7076001865,13283071994,13283160701,13283086792,9122302517,6909804800,9330196749,5594891026,13283101982,8638211147,9038187426,13283226975,11274729970,9884528466,7076063196,7076063197,7076063198,9321076956,4063688590,7076001861,7076001862,7076001866,11983497399,11983479625,2017190763,2018982169,7076063202,7076063203,12009896156,7076063201,12681485187,12681485188,7076063204,7076063205,7076063206,7076063207,7076063208,7076063209,7076063210,7076063211,7076063212,7076063213"
Casa di Riposo RSA Massimo D’Azeglio,45.0449267,7.6789245,mobilità,bicycle_rental,0,0,0,1,12068398566
Casa di Riposo RSA Massimo D’Azeglio,45.0449267,7.6789245,mobilità,primary,0,0,0,0,
Casa di Riposo RSA Massimo D’Azeglio,45.0449267,7.6789245,mobilità,secondary,0,0,0,0,
Casa di Riposo RSA Massimo D’Azeglio,45.0449267,7.6789245,verde,park,1,2,9,25,"613505979,660699444,1119404704,588666372,305683893,589659003,579229093,149395093,106251930,44503795,88206888,149395470,39789990,589863206,1164953300,79268611,28192921,1424069956,335352981,698756805,549096612,111646227,112172943,1432694404,1428971503"
Casa di Riposo RSA Massimo D’Azeglio,45.0449267,7.6789245,verde,garden,2,5,40,212,"588421219,588421218,1015820491,1135279260,436247597,436245116,436245118,436245117,23089011,589878717,436247596,28193052,1427640390,1427640389,1427640391,1427648023,1427478336,1427640388,1427648053,1427478331,1427529402,1427317389,1427529413,1427529412,1427478347,1427317390,1427317391,1427317370,1427478349,1427478348,3784063293,306423388,1430193314,1430193313,1424069959,1430193319,1423071221,1430193315,304847769,1424530946,1424530934,1423554854,1423554881,1423554810,1423260250,1423554811,1423554820,1423554797,1423554783,1423260221,1427931415,1427931416,1423554801,1427931418,1428461507,1428218673,1428218674,1427931417,1428218676,1428461506,1430193322,1428461508,1423260200,1423260183,1427931419,1428461498,1428461512,1428461499,108470281,404714970,29183708,1430193309,23089014,581600236,664912057,191051285,1429655975,1429668701,1429927724,1429927720,1429668708,1429668706,1429668703,1430558115,1429655972,1429927718,1429927726,1429668711,1429668710,1429668709,1430558102,1430193311,1430558111,1430558114,1429655978,1430558101,1429655977,1430558098,1431902919,1432497805,1432497804,1431902918,1432497803,1431902920,1432497799,1431902926,1431902917,1430558093,1431902925,1431902923,1432497802,1431902908,1431902916,1432497790,1432497798,1432497801,1431902915,1431902907,1431902906,1432497788,635651375,1432497787,1432497786,303807502,1432497777,1432497771,1432497780,1432542554,1432694413,1432542546,1432694420,1432694414,1432694410,1432694408,1433218603,1432694412,1433516891,1433516897,1432694406,1433516899,1433218602,1433218608,1433218609,1433218611,635651377,1433516893,1433516896,1434558345,1434859342,1429455090,1431214248,1429531893,1429531906,1431167268,1431167270,1435026062,1429455089,1429531911,1435026061,1435026060,1429455098,1435026072,1429531910,1429455104,1435074195,1435248845,1435248868,1435248844,1435074194,1435248869,1435248853,1435074200,1435074202,1429455120,1435074193,1435248854,1435248861,1428870601,1435248860,1433516866,1434558331,1433516869,1433516870,1434558326,1434859339,1434558323,1434558321,1434558344,1434859340,1433516867,1434859343,1434859351,1434859338,1434558312,1434558342,1434558339,1434558336,1434558316,1433516874,1434558328,1434558319,1434558314,1434558315,1433516882,1434558313,1433516875,1434859334,1434859333,1434558318,1434558317,1435026103,1435026104"
Casa di Riposo RSA Massimo D’Azeglio,45.0449267,7.6789245,verde,grass,5,23,85,260,"485882902,706744158,500726176,500726174,706744166,706744165,834050861,515910788,660934959,660934958,660934957,660934950,660934952,660934953,399908684,660934954,660934961,660699436,613483953,399908685,613483954,660934960,660699435,660699445,825826529,825826531,660699446,613483955,613483956,825826532,588733367,825826533,660699443,588733368,825826534,588733369,588733370,588733371,588733372,588733373,588733375,485909319,500657170,562884416,562884417,562884419,562884418,485909320,485900905,485909318,485909324,485909323,562884414,588421212,485909321,562884415,516654049,485909322,588745417,588745424,588745422,588745419,515616816,515616817,588745408,588745405,588745412,588745410,660696720,101510078,660696719,660932247,660696718,612374681,612374682,588952912,612374680,588952906,588666384,588666381,588666382,588726773,486174619,561542442,561542441,486174620,486174618,486174616,486174615,1239626888,1239626887,579229113,561619126,561619122,561619130,561619125,1132492706,561619121,579229112,1132492002,579229108,561619129,1132492003,579229110,579229099,579229097,579229106,579229101,1132209306,862454070,1128002965,1128002964,1132207956,1128002962,1128002963,1126792071,757727656,757727655,577460557,485912130,485912131,485912126,485912128,485912129,579229154,485912127,579229089,1126040506,1126042440,730665854,690822581,690822578,690822577,579953323,579953322,579953321,579953320,579953319,579953318,579953317,579916574,579916577,579953316,579953328,690822582,379516467,579953324,379516466,579953327,579953326,579953325,690824765,690824749,690824748,866606424,922479075,922479076,730682845,730682868,730682867,730682869,589878721,730682864,730682866,945490938,730682863,730682844,589878716,945490937,943784964,943784963,943782516,943782515,730682843,589878718,730682865,730682842,730682862,589878720,589878719,589878715,1034782636,730684397,736826338,706164330,730771776,166653765,690808828,690808830,690808831,333831817,588733365,588952917,588733358,588733359,588733360,588952904,588733361,588952902,588952915,588733363,390805213,390805212,1424069955,430869532,588726775,589459967,589459968,589459969,589459961,589459963,589459964,415224186,589459962,1047587836,1047587838,1047587837,1047587843,1047587839,1047587840,1047587841,1047587842,463612383,463612382,914641482,401668588,561611213,561611216,561611209,561611219,561611214,561611211,561611221,561611218,123242586,123242589,123242584,1447741497,1264205127,112698197,112698185,112698601,842026974,1429531892,1435026096,1435026095,1435026078,1435026075,1433516865,1455462300,1455462921,1455462291,1455462301,397809397,616677987,616677976,616677985,616677978,616677983,616677980"
Casa di Riposo RSA Massimo D’Azeglio,45.0449267,7.6789245,verde,wood,0,0,3,30,"274222819,274216280,1424348128,274216279,1423554859,256204639,1429668713,1429927729,1075307130,1430558097,1431902912,256273453,1433516888,1075307129,1429531902,1429655981,1435026069,1428971488,1435026063,1435026076,1435026071,274287831,1428971491,1428971492,1431214247,1434859332,1433516863,1434859344,1434859331,1435026077"
Casa di Riposo RSA Massimo D’Azeglio,45.0449267,7.6789245,verde,forest,0,0,0,3,"458043150,458043152,28110850"
Casa di Riposo RSA Massimo D’Azeglio,45.0449267,7.6789245,verde,meadow,0,0,0,0,
Casa di Riposo RSA Massimo D’Azeglio,45.0449267,7.6789245,verde,scrub,0,0,3,16,"1427640379,1430193318,1423554883,1429927730,1428218675,1428461509,1428461496,1429668705,1430558096,1431167269,1432694422,1429455088,1431167266,1435248870,1435248842,1435248867"
Casa di Riposo RSA Massimo D’Azeglio,45.0449267,7.6789245,verde,allotments,0,0,0,1,328621268
Casa di Riposo RSA Massimo D’Azeglio,45.0449267,7.6789245,verde,playground,0,1,11,25,"77722951,589503930,77722952,111815995,579229091,50174964,1135279252,448162839,1217815310,910933663,1445632679,660162335,660162333,942887046,942888157,105377046,257509726,257509767,257509776,1424530935,561242634,1193870930,132364747,1433218613,1432694403"
Casa di Riposo RSA Massimo D’Azeglio,45.0449267,7.6789245,verde,recreation_ground,0,0,0,0,
Casa di Riposo RSA Massimo D’Azeglio,45.0449267,7.6789245,verde,nature_reserve,0,0,0,0,
Casa di Riposo RSA Massimo D’Azeglio,45.0449267,7.6789245,verde,lake,0,0,0,0,
Casa di Riposo RSA Massimo D’Azeglio,45.0449267,7.6789245,verde,reservoir,0,0,0,0,
Casa di Riposo RSA Massimo D’Azeglio,45.0449267,7.6789245,sport,fitness_centre,0,0,2,10,"12748314201,11841788895,10736644789,12886908643,9463603381,11297477634,10067097220,10784287024,2018982152,4736058200"
Casa di Riposo RSA Massimo D’Azeglio,45.0449267,7.6789245,sport,sports_centre,1,1,5,11,"1427648033,1427648036,494397784,635797746,4735055931,4086520147,404714971,3332362719,749439074,256781255,286976821"
Casa di Riposo RSA Massimo D’Azeglio,45.0449267,7.6789245,sport,stadium,0,0,0,1,481253195
Casa di Riposo RSA Massimo D’Azeglio,45.0449267,7.6789245,sport,swimming_pool,0,0,11,58,"191056430,784822193,784822192,1427529403,784822190,784822189,784822191,257509763,1422783951,1275288859,1275288856,1275288857,1381936137,1423554839,1423394835,1423554855,1423554861,1423554878,1423554821,1422783977,1422783961,1422783972,1422783995,1422594033,1422783989,1423635394,1422783986,1428461503,1423807401,1423807398,1422594069,749439076,1422419030,1422418993,1422418990,1422419019,1422418987,1422418984,1422224010,1422224027,1422594076,1432497807,1075063887,1422594077,1422594081,1263799982,1431902914,1432497796,856951591,1431902913,1433218610,1433218607,1429531899,692335424,1435074201,899626040,1435026110,320710589"
Casa di Riposo RSA Massimo D’Azeglio,45.0449267,7.6789245,sport,water_park,0,0,0,0,
Casa di Riposo RSA Massimo D’Azeglio,45.0449267,7.6789245,sport,pitch,0,6,30,79,"1359396455,1359396451,1359396452,693364627,693364626,481253196,499538129,13308739939,111815987,241336707,689326916,425484913,425484916,425484909,241263809,1311364293,241263815,425484924,1132205221,10582643941,1135279253,436248508,448850336,1445632678,1058453911,839634186,839634187,253538106,1065476429,1359396454,1359396457,207860575,1359396456,1359396453,257959656,1289661072,1427529401,257509783,257509782,1347606402,1289661073,257509764,257509765,160090690,160090692,257509780,257509781,257509775,13151468861,390805226,257509784,869894480,859050130,859050133,869894478,869894475,869894481,1058452924,915561405,362273176,13284561433,13284561431,923782195,923780960,915561404,13284561432,1422419022,1422594036,1422418992,1422594070,1346976213,1089685037,1429531896,1421975477,1428971499,1347180844,1190222452,1347180845,1347180843"
